Region	Cluster_type	Cluster-Name	Start	End	Genes_total	Genes_expressed	Reads_total	Mean_reads_per_gene	Completeness	Status
contig_3	CDS	Putative_4-hydroxy-4-methyl-2-oxoglutarate_aldolase	2089634	2090327	1	1	2512	2512.0	100.0%	complete
contig_2	CDS	Dioxygenase	1224912	1225752	1	1	109	109.0	100.0%	complete
contig_3	CDS	Oxidoreductase	484773	485949	1	1	802	802.0	100.0%	complete
contig_2	CDS	non-specific_serine/threonine_protein_kinase	5023897	5025709	1	1	2132	2132.0	100.0%	complete
contig_3	CDS	DUF1365_domain-containing_protein	2107321	2108089	1	0	0	0.0	0.0%	empty
contig_3	CDS	NUDIX_hydrolase	109887	110433	1	1	3341	3341.0	100.0%	complete
contig_3	CDS	Acyl-CoA_dehydrogenase_C_short-chain_specific	1887939	1889193	1	1	177	177.0	100.0%	complete
contig_2	CDS	Peptidase_S53_domain-containing_protein	4361119	4362421	1	1	54	54.0	100.0%	complete
contig_3	CDS	Acyltransferase	1662585	1663770	1	1	38	38.0	100.0%	complete
contig_2	CDS	Methylase	4779658	4780510	1	1	95	95.0	100.0%	complete
contig_3	CDS	ToyI	1725860	1726559	1	1	2788	2788.0	100.0%	complete
contig_2	CDS	Glucoamylase	2009591	2011388	1	1	1561	1561.0	100.0%	complete
contig_2	CDS	HTH_gntR-type_domain-containing_protein	1533754	1534549	1	1	55	55.0	100.0%	complete
contig_2	CDS	NADH-quinone_oxidoreductase_subunit_NuoN	3764927	3766580	1	1	3809	3809.0	100.0%	complete
contig_3	CDS	Enamine_deaminase_RidA	634419	634842	1	0	0	0.0	0.0%	empty
contig_2	CDS	Lacto-N-biosidase	5140640	5142350	1	1	59709	59709.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	5191281	5192484	1	1	13829	13829.0	100.0%	complete
contig_3	CDS	Dehydrogenase	1449389	1450802	1	1	2196	2196.0	100.0%	complete
contig_3	CDS	Amine_oxidase	2108085	2109408	1	1	95	95.0	100.0%	complete
contig_3	CDS	N-acetylglucosaminyltransferase	1133688	1136061	1	1	97	97.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1542778	1543030	1	0	0	0.0	0.0%	empty
contig_2	CDS	Tyrosine_phenol-lyase	184102	185542	1	1	33	33.0	100.0%	complete
contig_2	CDS	Ricin_B_lectin_domain-containing_protein	4419215	4419734	1	1	34	34.0	100.0%	complete
contig_2	CDS	Dolichol-P-glucose_synthetase-like_protein	1175028	1176060	1	1	47	47.0	100.0%	complete
contig_3	CDS	fluoride_efflux_transporter_CrcB	181682	182120	1	1	191	191.0	100.0%	complete
contig_3	CDS	ABC_transporter_permease	1991125	1992124	1	1	756	756.0	100.0%	complete
contig_2	CDS	Coagulation_factor_5/8_type	2710235	2714630	1	1	20	20.0	100.0%	complete
contig_2	CDS	AraC_family_transcriptional_regulator	3070650	3071559	1	1	18	18.0	100.0%	complete
contig_2	CDS	DUF5999_domain-containing_protein	1309807	1310053	1	1	375	375.0	100.0%	complete
contig_3	CDS	Putative_short-chain_dehydrogenase/reductase	2528135	2529044	1	0	0	0.0	0.0%	empty
contig_2	CDS	Molybdopterin-binding_oxidoreductase	1151044	1151560	1	1	73	73.0	100.0%	complete
contig_2	CDS	PAS_domain-containing_protein	1942452	1944954	1	1	102	102.0	100.0%	complete
contig_3	CDS	Alpha-mannosidase	2242297	2245360	1	1	559	559.0	100.0%	complete
contig_2	CDS	Transport_permease_protein	3371655	3372621	1	1	1399	1399.0	100.0%	complete
contig_2	CDS	Phage_tail_protein	5001014	5003705	1	0	0	0.0	0.0%	empty
contig_3	CDS	Sulfate_adenylyltransferase_large_subunit	1089824	1089926	1	1	817	817.0	100.0%	complete
contig_2	CDS	aminopeptidase_N	2924210	2926799	1	1	12009	12009.0	100.0%	complete
contig_2	CDS	type_I_glutamate--ammonia_ligase	2468632	2470042	1	1	76695	76695.0	100.0%	complete
contig_2	CDS	Exonuclease_SbcC	4437029	4437542	1	0	0	0.0	0.0%	empty
contig_2	CDS	Putative_ketoacyl_synthase	1186631	1187900	1	1	147	147.0	100.0%	complete
contig_2	CDS	porphobilinogen_synthase	3844769	3845762	1	1	20257	20257.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	3247827	3248550	1	1	95	95.0	100.0%	complete
contig_2	CDS	YtxH_domain-containing_protein	2726108	2726408	1	1	705	705.0	100.0%	complete
contig_2	CDS	Secreted_protein	2104394	2104631	1	1	200	200.0	100.0%	complete
contig_2	CDS	inositol-3-phosphate_synthase	4195583	4196666	1	1	36632	36632.0	100.0%	complete
contig_3	CDS	Cell_wall_assembly_protein	2779880	2781788	1	1	1269	1269.0	100.0%	complete
contig_2	CDS	Luciferase	4251609	4252506	1	1	1141	1141.0	100.0%	complete
contig_3	CDS	ammonia-dependent_NAD(+)_synthetase	422861	423692	1	1	4608	4608.0	100.0%	complete
contig_2	CDS	DNA_repair_helicase_XPB	4872815	4874498	1	1	7154	7154.0	100.0%	complete
contig_3	CDS	D-alanyl-D-alanine_carboxypeptidase	720014	720254	1	1	29536	29536.0	100.0%	complete
contig_2	CDS	Zinc_finger_CGNR_domain-containing_protein	1692283	1692850	1	1	294	294.0	100.0%	complete
contig_2	CDS	ribosomal_protection-like_ABC-F_family_protein	221340	222975	1	1	492	492.0	100.0%	complete
contig_2	CDS	CoA_transferase	3539702	3540893	1	1	197	197.0	100.0%	complete
contig_2	CDS	Cytochrome_P450	2806158	2807259	1	1	11753	11753.0	100.0%	complete
contig_2	CDS	Tail_assembly_chaperone	5004087	5004408	1	0	0	0.0	0.0%	empty
contig_3	CDS	Phosphopantothenoylcysteine_synthetase	1624742	1626218	1	1	752	752.0	100.0%	complete
contig_2	CDS	Molybdopterin_synthase_sulfur_carrier_subunit	3154059	3154392	1	1	1552	1552.0	100.0%	complete
contig_3	CDS	Iron_ABC_transporter	2645268	2645652	1	0	0	0.0	0.0%	empty
contig_2	CDS	hypothetical_protein	137629	137809	1	0	0	0.0	0.0%	empty
contig_2	CDS	Penicillin-binding_protein	1167513	1168551	1	0	0	0.0	0.0%	empty
contig_3	CDS	Alpha-1_C2-mannosidase	992194	995635	1	1	256	256.0	100.0%	complete
contig_3	CDS	Zinc-finger_domain-containing_protein	2697020	2697770	1	0	0	0.0	0.0%	empty
contig_2	CDS	Membrane_protein	1674496	1675018	1	1	138	138.0	100.0%	complete
contig_2	CDS	Bifunctional_NAD(P)H-hydrate_repair_enzyme	3678961	3680377	1	1	80	80.0	100.0%	complete
contig_2	CDS	16S_rRNA_(guanine(527)-N(7))-methyltransferase_RsmG	4177693	4178419	1	1	464	464.0	100.0%	complete
contig_3	CDS	histidine_kinase	535976	539633	1	1	9745	9745.0	100.0%	complete
contig_3	CDS	Asp-tRNA(Asn)/Glu-tRNA(Gln)_amidotransferase_subunit_GatC	467934	468231	1	1	8378	8378.0	100.0%	complete
contig_3	CDS	Integral_membrane_protein	877429	878284	1	1	3268	3268.0	100.0%	complete
contig_3	CDS	Regulatory_protein_MarR	210611	211106	1	1	662	662.0	100.0%	complete
contig_3	CDS	methionine_adenosyltransferase	2721401	2722616	1	1	19	19.0	100.0%	complete
contig_2	CDS	MIP18_family-like_domain-containing_protein	2145555	2145891	1	1	11143	11143.0	100.0%	complete
contig_2	CDS	DNA_helicase_PcrA	5032675	5035270	1	1	1365	1365.0	100.0%	complete
contig_3	CDS	Tetratricopeptide_repeat_protein	2962720	2964433	1	1	2470	2470.0	100.0%	complete
contig_2	CDS	Peptidoglycan_binding-like_domain-containing_protein	5144865	5145222	1	1	91	91.0	100.0%	complete
contig_3	CDS	Nitrate_ABC_transporter_permease	122806	123679	1	0	0	0.0	0.0%	empty
contig_2	CDS	Oxidoreductase	2307748	2309287	1	1	1048	1048.0	100.0%	complete
contig_3	CDS	Sigma-70_family_RNA_polymerase_sigma_factor	1545389	1546193	1	0	0	0.0	0.0%	empty
contig_2	CDS	AraC-type_arabinose-binding/dimerisation_domain-containing_protein	258227	258641	1	1	137	137.0	100.0%	complete
contig_2	CDS	Serine_protease	1959201	1960263	1	1	2654	2654.0	100.0%	complete
contig_2	CDS	Lipoprotein	3721225	3722038	1	1	1898	1898.0	100.0%	complete
contig_2	CDS	5-methyltetrahydropteroyltriglutamate--homocystei_ne_S-methyltransferase	830419	832729	1	1	24476	24476.0	100.0%	complete
contig_3	region	T3PKS	873849	988740	75	75	353312	4710.83	100.0%	complete
contig_2	CDS	Penicillin-binding_protein	2898585	2900034	1	1	561	561.0	100.0%	complete
contig_2	CDS	dihydrolipoyl_dehydrogenase	356263	357664	1	1	127	127.0	100.0%	complete
contig_3	CDS	Isomerase	1511673	1512075	1	1	348	348.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	2626529	2627360	1	1	603	603.0	100.0%	complete
contig_2	CDS	Multiple_sugar_transport_system_permease_protein	2766114	2767038	1	1	1007	1007.0	100.0%	complete
contig_3	CDS	D-inositol_3-phosphate_glycosyltransferase	424562	425867	1	1	17	17.0	100.0%	complete
contig_3	CDS	Putative_zinc-type_alcohol_dehydrogenase	2761345	2762410	1	1	42	42.0	100.0%	complete
contig_2	CDS	DUF998_domain-containing_protein	4854112	4855093	1	0	0	0.0	0.0%	empty
contig_2	CDS	Hyaluronate_lyase	1500658	1501939	1	1	1400	1400.0	100.0%	complete
contig_3	CDS	ScbA/BarX_family_gamma-butyrolactone_biosynthesis_protein	2428601	2429600	1	1	99	99.0	100.0%	complete
contig_3	CDS	Integral_membrane_bound_transporter_domain-containing_protein	2847969	2850228	1	1	2695	2695.0	100.0%	complete
contig_2	CDS	Disulfide_bond_formation_protein_B	412854	413487	1	1	35	35.0	100.0%	complete
contig_2	CDS	Serine_hydrolase	3478975	3480160	1	1	194	194.0	100.0%	complete
contig_2	CDS	Putative_acetyltransferase,_GNAT	1420658	1421600	1	1	260	260.0	100.0%	complete
contig_2	CDS	Multidrug_ABC_transporter_ATP-binding_protein	4758536	4760270	1	1	515	515.0	100.0%	complete
contig_2	CDS	Regulatory_protein_AsnC	3176050	3176518	1	1	146	146.0	100.0%	complete
contig_3	CDS	SGNH_hydrolase	1868294	1869095	1	1	744	744.0	100.0%	complete
contig_2	CDS	propanoyl-CoA_C-acyltransferase	2589577	2590771	1	1	402	402.0	100.0%	complete
contig_3	CDS	TIGR04222_domain-containing_membrane_protein	1027564	1028563	1	1	54	54.0	100.0%	complete
contig_2	CDS	Acid_phosphatase	2825488	2826283	1	1	851	851.0	100.0%	complete
contig_3	CDS	Membrane_protein	1101629	1102712	1	1	715	715.0	100.0%	complete
contig_2	CDS	histidine_kinase	5180634	5182374	1	1	285	285.0	100.0%	complete
contig_3	protocluster	deazapurine	1710000	1737379	19	19	71136	3744.0	100.0%	complete
contig_2	CDS	DUF664_domain-containing_protein	314230	314755	1	1	238	238.0	100.0%	complete
contig_2	CDS	3-oxoacyl-ACP_reductase	2753751	2754549	1	1	300	300.0	100.0%	complete
contig_2	CDS	LuxR_family_two_component_transcriptional_regulator	3941430	3942087	1	1	758	758.0	100.0%	complete
contig_2	CDS	Alpha-glucosidase	2497291	2498941	1	1	149	149.0	100.0%	complete
contig_3	CDS	DUF317_domain-containing_protein	1372232	1372586	1	1	102	102.0	100.0%	complete
contig_2	CDS	Cytochrome_P450	878263	879499	1	1	103	103.0	100.0%	complete
contig_2	cand_cluster	RiPP-like	1107517	1117733	7	6	680	97.14	85.7%	partly
contig_3	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	1719424	1719427	0	0	0	0.0	0.0%	empty
contig_2	CDS	Glycosyl_transferase	4440657	4441416	1	1	335	335.0	100.0%	complete
contig_3	CDS	Lipase	2449719	2450889	1	1	12	12.0	100.0%	complete
contig_2	CDS	Long-chain_acyl-CoA_synthetase	1875984	1877637	1	1	1480	1480.0	100.0%	complete
contig_3	CDS	assimilatory_sulfite_reductase_(ferredoxin)	1093809	1095504	1	1	46983	46983.0	100.0%	complete
contig_2	CDS	DUF2993_domain-containing_protein	4768923	4770333	1	1	54	54.0	100.0%	complete
contig_2	CDS	hypothetical_protein	2845435	2845726	1	0	0	0.0	0.0%	empty
contig_3	CDS	Appr-1-p_processing_protein	1820448	1820943	1	1	286	286.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	1538175	1538946	1	1	938	938.0	100.0%	complete
contig_2	CDS	Acyl-CoA_hydrolase	3331855	3332410	1	1	560	560.0	100.0%	complete
contig_2	CDS	FAD-binding_dehydrogenase	4300919	4302581	1	1	1065	1065.0	100.0%	complete
contig_2	CDS	Cell_wall_protein	730176	731298	1	1	16174	16174.0	100.0%	complete
contig_2	CDS	SAV-6107-like_HEPN_domain-containing_protein	2360787	2361306	1	1	436	436.0	100.0%	complete
contig_3	CDS	Alcohol_dehydrogenase	1752363	1752627	1	0	0	0.0	0.0%	empty
contig_3	CDS	Putative_transcriptional_regulator,_AsnC_family_protein	1700302	1700749	1	1	60	60.0	100.0%	complete
contig_2	CDS	DNA_starvation/stationary_phase_protection_protein	522098	522674	1	1	172	172.0	100.0%	complete
contig_2	CDS	recombinase_family_protein	5190698	5191187	1	1	471	471.0	100.0%	complete
contig_3	CDS	3-oxoadipate_enol-lactonase	1106259	1107087	1	1	22	22.0	100.0%	complete
contig_2	CDS	DUF2470_domain-containing_protein	1654678	1655557	1	1	34094	34094.0	100.0%	complete
contig_3	CDS	GntR_family_transcriptional_regulator	180652	181432	1	1	247	247.0	100.0%	complete
contig_2	CDS	Stress-response_A/B_barrel_domain-containing_protein	4376964	4377258	1	1	610	610.0	100.0%	complete
contig_2	CDS	preprotein_translocase_subunit_SecA	3269750	3272573	1	1	52331	52331.0	100.0%	complete
contig_3	CDS	Acyltransferase	549685	550552	1	1	6135	6135.0	100.0%	complete
contig_3	CDS	Putative_transcriptional_regulator,_MarR_family_protein	2480051	2480546	1	1	297	297.0	100.0%	complete
contig_2	CDS	DNA-binding_protein	2329630	2330434	1	1	276	276.0	100.0%	complete
contig_3	CDS	Amino_acid_transporter	1138617	1140588	1	1	253	253.0	100.0%	complete
contig_2	CDS	Choline_ABC_transporter_C_ATP-binding_protein	5103983	5105126	1	1	3004	3004.0	100.0%	complete
contig_3	CDS	F0F1_ATP_synthase_subunit_gamma	257361	258279	1	1	347607	347607.0	100.0%	complete
contig_2	CDS	ABC_transporter_permease	2023945	2025049	1	1	3702	3702.0	100.0%	complete
contig_2	CDS	proteasome_subunit_beta	1808752	1809529	1	1	42237	42237.0	100.0%	complete
contig_2	CDS	Coenzyme_F420_biosynthesis-associated_protein	4596983	4598129	1	1	2132	2132.0	100.0%	complete
contig_2	CDS	Transporter	3134668	3135529	1	0	0	0.0	0.0%	empty
contig_3	cand_cluster	NRPS	1693838	1736523	37	36	85528	2311.57	97.3%	partly
contig_2	CDS	nitric_oxide_dioxygenase	271082	272495	1	1	6232	6232.0	100.0%	complete
contig_2	CDS	LysR_family_transcriptional_regulator	4274671	4275694	1	1	157	157.0	100.0%	complete
contig_2	CDS	DNA-directed_RNA_polymerase_sigma-70_factor	5142871	5143609	1	1	448	448.0	100.0%	complete
contig_2	CDS	DUF969_domain-containing_protein	1364265	1364976	1	1	56	56.0	100.0%	complete
contig_2	CDS	holo-ACP_synthase	3680482	3680851	1	1	218	218.0	100.0%	complete
contig_2	CDS	class_II_3-deoxy-7-phosphoheptulonate_synthase	2380496	2381840	1	1	76499	76499.0	100.0%	complete
contig_2	CDS	phosphoserine_phosphatase	783851	784979	1	1	1987	1987.0	100.0%	complete
contig_2	CDS	Abortive_infection_protein	327483	328509	1	1	1912	1912.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1398567	1398693	1	0	0	0.0	0.0%	empty
contig_2	CDS	ABC_transporter_ATP-binding_protein	3260939	3261755	1	1	224	224.0	100.0%	complete
contig_3	CDS	DUF222_domain-containing_protein	1349033	1349726	1	0	0	0.0	0.0%	empty
contig_3	CDS	DUF11_domain-containing_protein	2206548	2208024	1	1	8032	8032.0	100.0%	complete
contig_2	CDS	Spermine_synthase	3075758	3076619	1	1	78	78.0	100.0%	complete
contig_2	CDS	DNA-binding_protein_WhiA	2172502	2173492	1	1	1330	1330.0	100.0%	complete
contig_3	CDS	PucR_family_transcriptional_regulator	660025	661825	1	1	1237	1237.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1597751	1597919	1	0	0	0.0	0.0%	empty
contig_2	CDS	RidA_family_protein	2302218	2302629	1	1	1030	1030.0	100.0%	complete
contig_3	CDS	Fe-S_oxidoreductase	2982071	2982851	1	1	55	55.0	100.0%	complete
contig_3	CDS	TetR_family_transcriptional_regulator	2471369	2471711	1	1	36	36.0	100.0%	complete
contig_2	CDS	DUF3099_domain-containing_protein	4753771	4754071	1	1	795	795.0	100.0%	complete
contig_2	CDS	DUF397_domain-containing_protein	2752138	2752360	1	1	1234	1234.0	100.0%	complete
contig_2	CDS	NADPH:quinone_reductase	728788	729694	1	1	37	37.0	100.0%	complete
contig_2	CDS	LysR_family_transcriptional_regulator	3405942	3406803	1	1	40	40.0	100.0%	complete
contig_2	CDS	Pentapeptide_repeat_protein	4826900	4827569	1	1	972	972.0	100.0%	complete
contig_2	cand_cluster	T1PKS	379039	426437	38	32	15169	399.18	84.2%	partly
contig_2	CDS	N-acetyltransferase	847057	847600	1	1	510	510.0	100.0%	complete
contig_3	CDS	Relaxase/mobilization_nuclease	1324639	1325290	1	1	48	48.0	100.0%	complete
contig_2	CDS	Lipoprotein	4953607	4954948	1	0	0	0.0	0.0%	empty
contig_2	CDS	Transcriptional_regulator	3370304	3370649	1	1	605	605.0	100.0%	complete
contig_2	CDS	Amidohydrolase	858895	860533	1	1	222	222.0	100.0%	complete
contig_3	CDS	Amine_oxidase	2707538	2707922	1	1	3730	3730.0	100.0%	complete
contig_3	CDS	ribonuclease_HII	813024	813726	1	1	1496	1496.0	100.0%	complete
contig_2	CDS	SnoaL-like_domain-containing_protein	463776	464262	1	1	21	21.0	100.0%	complete
contig_2	CDS	Uridine_kinase	2202481	2203120	1	1	967	967.0	100.0%	complete
contig_2	CDS	GMC_family_oxidoreductase	5102433	5103984	1	1	9797	9797.0	100.0%	complete
contig_3	CDS	MerR_family_transcriptional_regulator	1351504	1351954	1	1	79	79.0	100.0%	complete
contig_2	CDS	purine-nucleoside_phosphorylase	5195239	5196133	1	1	1630	1630.0	100.0%	complete
contig_3	CDS	hydroxysqualene_dehydroxylase_HpnE	1859265	1860735	1	1	323	323.0	100.0%	complete
contig_2	CDS	ABC_transporter_substrate-binding_protein	1972830	1973784	1	1	27	27.0	100.0%	complete
contig_2	CDS	Putative_O-methyltransferase_OmT	2442479	2443124	1	1	9	9.0	100.0%	complete
contig_2	CDS	Cytochrome	390428	391631	1	1	21	21.0	100.0%	complete
contig_2	CDS	Molybdopterin_molybdenumtransferase	4110793	4112365	1	1	129	129.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1446064	1446271	1	0	0	0.0	0.0%	empty
contig_3	CDS	ABC_transporter_substrate-binding_protein	2616796	2617789	1	1	343	343.0	100.0%	complete
contig_3	CDS	NAD-dependent_epimerase	1668138	1668891	1	0	0	0.0	0.0%	empty
contig_2	CDS	VIT_family_protein	2284442	2285183	1	1	2	2.0	100.0%	complete
contig_2	CDS	Chromosome_partition_protein_Smc	2958016	2959318	1	1	991	991.0	100.0%	complete
contig_3	CDS	PadR_family_transcriptional_regulator	961833	962202	1	1	307	307.0	100.0%	complete
contig_2	CDS	Peptidase_M48	200599	201613	1	1	262	262.0	100.0%	complete
contig_3	CDS	Kinase	2720236	2721220	1	0	0	0.0	0.0%	empty
contig_2	CDS	3-oxoacyl-[acyl-carrier-protein]_reductase	2065742	2066447	1	1	6215	6215.0	100.0%	complete
contig_2	CDS	Glycosyl_transferase_family_1	3078402	3079584	1	1	6	6.0	100.0%	complete
contig_2	CDS	SseB_protein_N-terminal_domain-containing_protein	1765687	1766419	1	1	110	110.0	100.0%	complete
contig_3	CDS	DAGKc_domain-containing_protein	162007	162991	1	1	629	629.0	100.0%	complete
contig_2	CDS	50S_ribosomal_protein_L6	3697868	3698408	1	1	209210	209210.0	100.0%	complete
contig_2	CDS	MarR_family_transcriptional_regulator	4367577	4368060	1	0	0	0.0	0.0%	empty
contig_3	CDS	Cytochrome_P450	2283883	2285248	1	1	38088	38088.0	100.0%	complete
contig_2	CDS	Cytochrome_P450_monooxygenase	989645	990836	1	1	646	646.0	100.0%	complete
contig_3	CDS	DNA_mismatch_repair_protein_MutT	598536	599013	1	1	93	93.0	100.0%	complete
contig_2	CDS	ABC_transporter_ATP-binding_protein	2989875	2992671	1	1	485	485.0	100.0%	complete
contig_2	CDS	PTS_lactose_transporter_subunit_IIC	3543435	3545610	1	1	835	835.0	100.0%	complete
contig_2	CDS	serine--tRNA_ligase	4280261	4281551	1	1	12662	12662.0	100.0%	complete
contig_2	CDS	Amino_acid_transporter	3594211	3595798	1	1	48	48.0	100.0%	complete
contig_2	CDS	Membrane_protein	2423815	2425309	1	1	2025	2025.0	100.0%	complete
contig_3	CDS	PE_domain-containing_protein	706799	707108	1	1	268	268.0	100.0%	complete
contig_2	CDS	Streptogrisin-B	1961815	1962727	1	1	35	35.0	100.0%	complete
contig_2	CDS	Family_65_glycosyl_hydrolase	3028530	3031371	1	1	156	156.0	100.0%	complete
contig_2	CDS	DNA-binding_response_regulator	39669	40317	1	1	6	6.0	100.0%	complete
contig_2	CDS	CDP-alcohol_phosphatidyltransferase_family_protein	1323243	1323852	1	1	3846	3846.0	100.0%	complete
contig_2	CDS	Suppressor_of_fused_protein_(SUFU)	3824406	3825045	1	1	1569	1569.0	100.0%	complete
contig_3	CDS	UDP-N-acetylmuramate--L-alanine_ligase	1040784	1042188	1	1	6319	6319.0	100.0%	complete
contig_2	CDS	N-acetyltransferase	865264	865873	1	0	0	0.0	0.0%	empty
contig_2	CDS	Metal-dependent_hydrolase	2484864	2485770	1	1	7	7.0	100.0%	complete
contig_2	CDS	Dihydrolipoamide_acetyltransferase_component_of_pyruvate_dehydrogenase_complex	4096663	4098130	1	1	15163	15163.0	100.0%	complete
contig_3	CDS	23S_rRNA_(adenine(2503)-C(2))-methyltransferase_RlmN	623363	624476	1	1	10780	10780.0	100.0%	complete
contig_2	CDS	Lipoprotein	5050180	5050846	1	1	72	72.0	100.0%	complete
contig_2	CDS	Transcriptional_factor_regulator	4802888	4803371	1	1	10554	10554.0	100.0%	complete
contig_2	CDS	Lipoprotein	1471550	1472075	1	1	70	70.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator_C_MarR_family	1431344	1431812	1	1	16	16.0	100.0%	complete
contig_3	CDS	pyruvate_dehydrogenase	1157164	1158907	1	1	277	277.0	100.0%	complete
contig_3	CDS	DNA-directed_RNA_polymerase_subunit_delta	2709607	2710423	1	1	921	921.0	100.0%	complete
contig_2	CDS	NADH-quinone_oxidoreductase_subunit_NuoE	3777247	3778132	1	1	2762	2762.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator_C_XRE_family	1233009	1233642	1	1	2129	2129.0	100.0%	complete
contig_2	CDS	LacI_family_transcriptional_regulator	1806700	1807810	1	1	182	182.0	100.0%	complete
contig_3	CDS	Monooxygenase	1652309	1653788	1	0	0	0.0	0.0%	empty
contig_3	CDS	LutB/LldF_family_L-lactate_oxidation_iron-sulfur_protein	2980635	2982075	1	1	104	104.0	100.0%	complete
contig_2	CDS	Putative_oxidoreductase	1202638	1203601	1	1	95	95.0	100.0%	complete
contig_2	CDS	prephenate_dehydratase	4282222	4283149	1	1	1607	1607.0	100.0%	complete
contig_2	CDS	Cytochrome_hydroxylase	4682944	4684132	1	1	7717	7717.0	100.0%	complete
