GeneID	Product
OMCOBO_00616	Peptidase M28
OMCOBO_00617	Integral membrane protein
OMCOBO_00618	Glycosyltransferase involved in cell wall biosynthesis
OMCOBO_00619	Membrane protein
OMCOBO_00620	dTDP-4-dehydrorhamnose 3,5-epimerase
OMCOBO_00621	glutamate-1-semialdehyde 2,1-aminomutase
OMCOBO_00622	Membrane protein
OMCOBO_00623	Helix-turn-helix transcriptional regulator
OMCOBO_00624	ubiE/COQ5 methyltransferase family
OMCOBO_00625	Peptidase M24 domain-containing protein
OMCOBO_00626	Molybdenum-binding protein
OMCOBO_00627	hypothetical protein
OMCOBO_00628	hypothetical protein
OMCOBO_00629	receptor protein-tyrosine kinase
OMCOBO_00630	Uncharacterised lipoprotein
OMCOBO_00631	Transcriptional regulator
OMCOBO_00632	putative membrane transporter protein
OMCOBO_00633	Sulfurtransferase
OMCOBO_00634	MBL fold hydrolase
OMCOBO_00635	AraC family transcriptional regulator
OMCOBO_00636	Methyltransferase type 11
OMCOBO_00637	ABM domain-containing protein
OMCOBO_00638	UPF0104 family protein
OMCOBO_00639	hypothetical protein
OMCOBO_00640	Pyruvate, phosphate dikinase
OMCOBO_00641	Rieske 2Fe-2S domain-containing protein
OMCOBO_00642	3-ketosteroid-9-alpha-hydroxylase oxygenase subunit
OMCOBO_00643	(2Fe-2S) ferredoxin
OMCOBO_00644	(2E,6E)-farnesyl diphosphate synthase
OMCOBO_00645	hypothetical protein
OMCOBO_00646	Lycopene cyclase domain-containing protein
OMCOBO_00647	Cytochrome P450
OMCOBO_00648	Protein-tyrosine-phosphatase
OMCOBO_00649	Short-chain dehydrogenase/reductase
OMCOBO_00650	TetR family transcriptional regulator
OMCOBO_00651	ATP-binding protein
OMCOBO_00652	ABC transporter substrate-binding protein
OMCOBO_00653	FMN-binding glutamate synthase family protein
OMCOBO_00654	Alpha/beta fold hydrolase
OMCOBO_00655	Flavoprotein
OMCOBO_00656	Regulatory protein AfsR
OMCOBO_00657	Non-ribosomal peptide synthetase
OMCOBO_00658	Protein mbtH
OMCOBO_00659	Alpha/beta fold hydrolase
OMCOBO_00660	Non-ribosomal peptide synthetase
OMCOBO_00661	TauD/TfdA-like domain-containing protein
OMCOBO_00662	MFS transporter
OMCOBO_00663	HTH luxR-type domain-containing protein
OMCOBO_00664	Siderophore 2,3-dihydroxybenzoate-glycine-threonine trimeric ester bacillibactin synthetase
OMCOBO_00665	Potassium-transporting ATPase subunit B
OMCOBO_00666	Anti-sigma regulatory factor
OMCOBO_00667	Serine/threonine protein kinase
OMCOBO_00668	Anti-anti-sigma factor
OMCOBO_00669	Anti-anti-sigma factor
OMCOBO_00670	MarR family transcriptional regulator
OMCOBO_00671	Phosphatase
OMCOBO_00672	AMP-dependent synthetase
OMCOBO_00673	FAD-dependent urate hydroxylase HpyO/Asp monooxygenase CreE-like FAD/NAD(P)-binding domain-containing protein
OMCOBO_00674	TrpB-like pyridoxal phosphate-dependent enzyme
OMCOBO_00675	Acyl carrier protein
OMCOBO_00676	Lysine transporter LysE
OMCOBO_00677	MarR family transcriptional regulator
OMCOBO_00678	MFS transporter
OMCOBO_00679	NADPH:quinone reductase
OMCOBO_00680	Cell wall protein
OMCOBO_00681	Secreted protein
OMCOBO_00682	RNA polymerase recycling motor ATPase HelR
OMCOBO_00683	N-acetyltransferase
OMCOBO_00684	MFS transporter
OMCOBO_00685	Zinc finger CGNR domain-containing protein
OMCOBO_00686	Bacterial transcriptional activator domain-containing protein
OMCOBO_00687	DUF333 domain-containing protein
OMCOBO_00688	Cupin type-2 domain-containing protein
OMCOBO_00689	Histidine ammonia-lyase
OMCOBO_00690	MFS transporter
OMCOBO_00691	Isoquinoline 1-oxidoreductase C alpha subunit
OMCOBO_00692	Isoquinoline 1-oxidoreductase
OMCOBO_00693	Nitroreductase domain-containing protein
OMCOBO_00694	MerR family transcriptional regulator
OMCOBO_00695	Aldo/keto reductase
OMCOBO_00696	Putative monooxygenase
OMCOBO_00697	Transcriptional regulator
OMCOBO_00698	Serine/threonine protein kinase
OMCOBO_00699	histidine kinase
OMCOBO_00700	DNA-binding response regulator
OMCOBO_00701	Ferric reductase
OMCOBO_00702	FMN-binding protein
OMCOBO_00703	FAD:protein FMN transferase
OMCOBO_00704	hypothetical protein
OMCOBO_00705	Glycosyl transferase
OMCOBO_00706	Methyltransferase
OMCOBO_00707	SAM-dependent methyltransferase
OMCOBO_00708	Type IV secretion protein Rhs
OMCOBO_00709	hypothetical protein
OMCOBO_00710	Flavodoxin-like domain-containing protein
OMCOBO_00711	Dehydrogenase
OMCOBO_00712	MFS transporter
OMCOBO_00713	hypothetical protein
OMCOBO_00714	Polyketide synthase
OMCOBO_00715	Non-ribosomal peptide synthetase
OMCOBO_00716	Phthiocerol synthesis polyketide synthase type I PpsE
OMCOBO_00717	Cytochrome P450
OMCOBO_00718	Protein mbtH
OMCOBO_00719	Phosphoribosylglycinamide formyltransferase
OMCOBO_00720	Membrane-associated oxidoreductase
OMCOBO_00721	PPOX class F420-dependent enzyme
OMCOBO_00722	phosphoserine phosphatase
OMCOBO_00723	Protein kinase
OMCOBO_00724	GCN5 family N-acetyltransferase
OMCOBO_00725	Lipoprotein
OMCOBO_00726	Abasic site processing protein
OMCOBO_00727	Cytochrome P450
OMCOBO_00728	histidine kinase
OMCOBO_00729	DNA-binding response regulator, OmpR family, contains REC and winged-helix (WHTH) domain
OMCOBO_00730	ABC transporter permease
OMCOBO_00731	Multidrug ABC transporter ATP-binding protein
OMCOBO_00732	Lipoprotein
OMCOBO_00733	LTD domain-containing protein
OMCOBO_00734	hypothetical protein
OMCOBO_00735	Mannosyltransferase
OMCOBO_00736	D-alanyl-D-alanine carboxypeptidase
OMCOBO_00737	TetR family transcriptional regulator
OMCOBO_00738	MBL fold metallo-hydrolase
OMCOBO_00739	Esterase
OMCOBO_00740	Ribosome maturation factor RimM
OMCOBO_00741	DUF6303 domain-containing protein
OMCOBO_00742	Ferrichrome ABC transporter permease
OMCOBO_00743	Iron ABC transporter permease
OMCOBO_00744	Iron ABC transporter substrate-binding protein
OMCOBO_00745	Transcriptional regulator
OMCOBO_00746	MFS transporter
OMCOBO_00747	Amidohydrolase
OMCOBO_00748	Putative surface layer protein
OMCOBO_00749	Putative transcriptional regulator, LysR family protein
OMCOBO_00750	MerR family transcriptional regulator
OMCOBO_00751	Erythromycin esterase
OMCOBO_00752	VCBS repeat-containing protein
OMCOBO_00753	Ornithine cyclodeaminase
OMCOBO_00754	TetR family transcriptional regulator
OMCOBO_00755	MFS transporter
OMCOBO_00756	class A beta-lactamase
OMCOBO_00757	LysR family transcriptional regulator
OMCOBO_00758	Serine hydrolase
OMCOBO_00759	Serine/threonine protein kinase
OMCOBO_00760	Serine/threonine protein kinase
OMCOBO_00761	tRNA-specific adenosine deaminase
OMCOBO_00762	5-methyltetrahydropteroyltriglutamate--homocystei ne S-methyltransferase
OMCOBO_00763	ABC transporter substrate-binding protein
OMCOBO_00764	2-methylisocitrate lyase
OMCOBO_00765	Phosphoglycerate mutase
OMCOBO_00766	Membrane protein
OMCOBO_00767	Cobalt transporter
OMCOBO_00768	Amino acid transporter
OMCOBO_00769	ABM domain-containing protein
OMCOBO_00770	tRNA-specific adenosine deaminase
OMCOBO_00771	FAD-binding molybdopterin dehydrogenase
OMCOBO_00772	Oxidoreductase
OMCOBO_00773	GNAT family acetyltransferase
OMCOBO_00774	MFS transporter
OMCOBO_00775	Dienelactone hydrolase domain-containing protein
OMCOBO_00776	N-acetyltransferase
OMCOBO_00777	TetR family transcriptional regulator
OMCOBO_00778	Sulfurase
OMCOBO_00779	Putative transcriptional regulator, MarR family protein
OMCOBO_00780	N-acetyltransferase
OMCOBO_00781	DEAD/DEAH box helicase
OMCOBO_00782	CSD domain-containing protein
OMCOBO_00783	TetR family transcriptional regulator
OMCOBO_00784	3-(3-hydroxyphenyl)propionate hydroxylase
OMCOBO_00785	Kumamolisin
OMCOBO_00786	TetR family transcriptional regulator
OMCOBO_00787	Putative amino acid transporter
OMCOBO_00788	Amidohydrolase
OMCOBO_00789	Cytochrome P450
OMCOBO_00790	Chitinase
OMCOBO_00791	MFS transporter
OMCOBO_00792	N-acetyltransferase
OMCOBO_00793	ornithine decarboxylase
OMCOBO_00794	DUF6271 domain-containing protein
OMCOBO_00795	Phytanoyl-CoA dioxygenase
OMCOBO_00796	Hydrolase
OMCOBO_00797	Cytochrome P450 hydroxylase
OMCOBO_00798	Histidine kinase
OMCOBO_00799	Ferredoxin
OMCOBO_00800	Pyridine nucleotide-disulfide oxidoreductase
OMCOBO_00801	Cytochrome P450
OMCOBO_00802	Glucoamylase
OMCOBO_00803	DUF4386 domain-containing protein
OMCOBO_00804	Membrane protein
OMCOBO_00805	Bacterial archaeo-eukaryotic release factor family 2
OMCOBO_00806	Golgi phosphoprotein 3 (GPP34)
OMCOBO_00807	Activator of HSP90 ATPase
OMCOBO_00808	Short-chain dehydrogenase
OMCOBO_00809	Ribosomal protein S6--L-glutamate ligase
OMCOBO_00810	Transcriptional regulator
OMCOBO_00811	NIPSNAP domain-containing protein
OMCOBO_00812	Transcriptional regulator
OMCOBO_00813	Short-chain dehydrogenase
OMCOBO_00814	Peptidase M64
OMCOBO_00815	N-acetyltransferase
OMCOBO_00816	Cytochrome P450
OMCOBO_00817	DoxX family protein
OMCOBO_00818	hypothetical protein
OMCOBO_00819	ATP-dependent Clp protease ATP-binding subunit clpC
OMCOBO_00820	DUF6328 domain-containing protein
OMCOBO_00821	Prokaryotic metallothionein
OMCOBO_00822	Serine hydrolase
OMCOBO_00823	TetR family transcriptional regulator
OMCOBO_00824	Aromatic ring-opening dioxygenase LigA
OMCOBO_00825	VOC domain-containing protein
OMCOBO_00826	Hydrophobic protein
OMCOBO_00827	Small hydrophilic protein
OMCOBO_00828	Serine protease
OMCOBO_00829	ABC transporter substrate-binding protein
OMCOBO_00830	ABC transporter permease
OMCOBO_00831	Bicarbonate transport ATP-binding protein CmpD
OMCOBO_00832	histidine kinase
OMCOBO_00833	Transcriptional regulatory protein
OMCOBO_00834	Thymidylate kinase
OMCOBO_00835	GH3 auxin-responsive promoter
OMCOBO_00836	S-adenosyl-L-methionine-dependent methyltransferase
OMCOBO_00837	FAD-binding monooxygenase
OMCOBO_00838	hypothetical protein
OMCOBO_00839	DUF6182 domain-containing protein
OMCOBO_00840	LysR family transcriptional regulator
OMCOBO_00841	LysR family transcriptional regulator
OMCOBO_00842	Alpha/beta hydrolase
OMCOBO_00843	Alpha/beta hydrolase
OMCOBO_00844	Aspartate aminotransferase family protein
OMCOBO_00845	SMODS and SLOG-associating 2TM effector domain-containing protein
OMCOBO_00846	N-acetyltransferase
OMCOBO_00847	adenosine deaminase
OMCOBO_00848	Hydrolase
OMCOBO_00849	glyceraldehyde-3-phosphate dehydrogenase
OMCOBO_00850	GntR domain protein
OMCOBO_00851	aspartate ammonia-lyase
OMCOBO_00852	Putative nitrilase/cyanide hydratase
OMCOBO_00853	Transcriptional regulator
OMCOBO_00854	Heavy metal translocating P-type ATPase
OMCOBO_00855	(2Fe-2S) ferredoxin
OMCOBO_00856	N-methyl-L-tryptophan oxidase
OMCOBO_00857	Sarcosine dehydrogenase
OMCOBO_00858	S-(hydroxymethyl)mycothiol dehydrogenase
OMCOBO_00859	IclR family transcriptional regulator
OMCOBO_00860	bifunctional 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
OMCOBO_00861	Pyridine nucleotide-disulfide oxidoreductase
OMCOBO_00862	Phosphotransferase
OMCOBO_00863	CSD domain-containing protein
OMCOBO_00864	Peptide-N4-asparagine amidase A
OMCOBO_00865	transcriptional regulator CynR
OMCOBO_00866	MFS transporter
OMCOBO_00867	Putative succinyl-CoA transferase
OMCOBO_00868	ABC transporter
OMCOBO_00869	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family
OMCOBO_00870	HTH cro/C1-type domain-containing protein
OMCOBO_00871	DUF3040 domain-containing protein
OMCOBO_00872	hypothetical protein
OMCOBO_00873	HNH endonuclease
OMCOBO_00874	Cholesterol oxidase
OMCOBO_00875	4'-demethylrebeccamycin synthase
OMCOBO_00876	Aminotransferase
OMCOBO_00877	Cytochrome P450 monooxygenase
OMCOBO_00878	Ferredoxin
OMCOBO_00879	Polyketide synthase
OMCOBO_00881	Protein-tyrosine-phosphatase
OMCOBO_00882	sulfolipid-1 biosynthesis phthioceranic/hydroxyphthioceranic acid synthase
OMCOBO_00887	Cytochrome P450 monooxygenase
OMCOBO_00888	Polyketide synthase
OMCOBO_00890	Type I polyketide synthase
OMCOBO_00892	hypothetical protein
OMCOBO_00893	hypothetical protein
OMCOBO_00894	sulfolipid-1 biosynthesis phthioceranic/hydroxyphthioceranic acid synthase
OMCOBO_00900	HTH luxR-type domain-containing protein
OMCOBO_00901	Putative transcriptional regulator
OMCOBO_00902	HTH luxR-type domain-containing protein
OMCOBO_00903	Putative transcriptional regulator
OMCOBO_00904	GDP-mannose 4,6-dehydratase
OMCOBO_00905	Putative ABC transporter
OMCOBO_00906	Putative ABC transporter
OMCOBO_00907	crotonyl-CoA carboxylase/reductase
OMCOBO_00908	FAD-binding domain-containing protein
OMCOBO_00910	DUF418 domain-containing protein
OMCOBO_00911	DNA-binding response regulator
OMCOBO_00912	histidine kinase
OMCOBO_00913	UspA domain-containing protein
OMCOBO_00914	Arsenic transporter
OMCOBO_00915	DUF5954 domain-containing protein
OMCOBO_00916	DNA mismatch repair protein MutT
OMCOBO_00917	MBL fold metallo-hydrolase
OMCOBO_00918	Peptidase C39-like domain-containing protein
OMCOBO_00919	hypothetical protein
OMCOBO_00920	Amino acid transporter
OMCOBO_00921	Transferase
OMCOBO_00922	rod shape-determining protein RodA
OMCOBO_00923	Integral membrane protein
OMCOBO_00924	hypothetical protein
OMCOBO_00925	Type VII secretion protein EccC
OMCOBO_00926	Acetyltransferase (GNAT) family
OMCOBO_00927	Membrane protein
OMCOBO_00928	glutamate decarboxylase
OMCOBO_00929	Alcohol dehydrogenase
OMCOBO_00930	AraC family transcriptional regulator
OMCOBO_00931	Anti-sigma factor
OMCOBO_00932	hypothetical protein
OMCOBO_00933	Cytochrome P450
OMCOBO_00934	N-acetyltransferase
OMCOBO_00935	Regulatory protein
OMCOBO_00936	Proteinase inhibitor I42 chagasin domain-containing protein
OMCOBO_00937	Bifunctional protein FolD
OMCOBO_00938	Syd protein
OMCOBO_00939	hypothetical protein
OMCOBO_00940	Putative glycosyltransferase
OMCOBO_00941	TetR family transcriptional regulator
OMCOBO_00942	Cytochrome
OMCOBO_00943	Ferredoxin
OMCOBO_00944	2,5-dihydroxypyridine 5,6-dioxygenase
OMCOBO_00945	Salicylate hydroxylase
OMCOBO_00946	MFS transporter
OMCOBO_00947	Carbon-monoxide dehydrogenase medium subunit
OMCOBO_00948	Carbon-monoxide dehydrogenase large subunit
OMCOBO_00949	(2Fe-2S)-binding protein
OMCOBO_00950	Carbon monoxide dehydrogenase subunit G (CoxG) family protein
OMCOBO_00951	Carbamoylsarcosine amidase
OMCOBO_00952	Alpha/beta hydrolase
OMCOBO_00953	Transcriptional regulator
OMCOBO_00954	Maleate isomerase
OMCOBO_00955	Solute-binding protein
OMCOBO_00956	PE-PGRS family protein
OMCOBO_00957	Putative zinc-finger domain-containing protein
OMCOBO_00958	RNA polymerase sigma factor
OMCOBO_00959	Membrane protein
OMCOBO_00960	Carbonate dehydratase
OMCOBO_00961	Secreted protein
OMCOBO_00962	hypothetical protein
OMCOBO_00963	Cyclic nucleotide-binding domain-containing protein
OMCOBO_00964	NHLP bacteriocin export ABC transporter permease/ATPase subunit
OMCOBO_00965	NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit
OMCOBO_00966	HlyD family secretion protein
OMCOBO_00967	Type A2 lantipeptide
OMCOBO_00968	PHP domain-containing protein
OMCOBO_00969	LysR family transcriptional regulator
OMCOBO_00970	glycine C-acetyltransferase
OMCOBO_00971	L-threonine 3-dehydrogenase
OMCOBO_00972	Leucine-binding protein domain-containing protein
OMCOBO_00973	VOC domain-containing protein
OMCOBO_00974	Stage II sporulation protein E (SpoIIE)
OMCOBO_00975	Nascent polypeptide-associated complex subunit alpha-like UBA domain-containing protein
OMCOBO_00976	DUF664 domain-containing protein
OMCOBO_00977	murein biosynthesis integral membrane protein MurJ
OMCOBO_00978	hypothetical protein
OMCOBO_00979	PLAT domain-containing protein
OMCOBO_00980	Glycerophosphoryl diester phosphodiesterase membrane domain-containing protein
OMCOBO_00981	N-acetyltransferase
OMCOBO_00982	Methyltransferase
OMCOBO_00983	DUF2268 domain-containing protein
OMCOBO_00984	Acetyltransferase
OMCOBO_00985	Amino acid/polyamine/organocation transporter, APC superfamily
OMCOBO_00986	DUF4034 domain-containing protein
OMCOBO_00987	OmpR/PhoB-type domain-containing protein
OMCOBO_00988	Hydrogenase maturation protein
OMCOBO_00989	Lipoprotein
OMCOBO_00990	Phenylacetate-CoA ligase
OMCOBO_00991	Glycine-rich domain-containing protein-like
OMCOBO_00992	MFS transporter
OMCOBO_00993	Secreted protein
OMCOBO_00994	Carbonic anhydrase
OMCOBO_00995	Sulfate transporter
OMCOBO_00996	Nitroreductase
OMCOBO_00997	molybdate ABC transporter permease subunit
OMCOBO_00998	molybdate ABC transporter substrate-binding protein
OMCOBO_00999	MerR family transcriptional regulator
OMCOBO_01000	Molybdenum-binding protein
OMCOBO_01001	Molybdopterin-binding oxidoreductase
OMCOBO_01002	Aldehyde oxidase
OMCOBO_01003	FAD-binding molybdopterin dehydrogenase
OMCOBO_01004	Purine catabolism regulatory protein-like family
OMCOBO_01005	Mop domain-containing protein
OMCOBO_01006	Gram-positive cocci surface proteins LPxTG domain-containing protein
OMCOBO_01007	Peptidase
OMCOBO_01008	Alkylmercury lyase
OMCOBO_01009	Methyltransferase type 11 domain-containing protein
OMCOBO_01010	BioF2-like acetyltransferase domain-containing protein
OMCOBO_01011	hypothetical protein
OMCOBO_01012	Transposase
OMCOBO_01013	hypothetical protein
OMCOBO_01014	DUF6895 domain-containing protein
OMCOBO_01015	DUF6895 domain-containing protein
OMCOBO_01016	Penicillin-binding protein
OMCOBO_01017	NB-ARC domain-containing protein
OMCOBO_01018	Metallo-beta-lactamase domain-containing protein
OMCOBO_01019	Hydroxyneurosporene-O-methyltransferase
OMCOBO_01020	hypothetical protein
OMCOBO_01021	SPW repeat protein
OMCOBO_01022	Dolichol-P-glucose synthetase-like protein
OMCOBO_01023	Trans-aconitate methyltransferase
OMCOBO_01024	D-inositol 3-phosphate glycosyltransferase
OMCOBO_01025	6-carboxy-5,6,7,8-tetrahydropterin synthase
OMCOBO_01026	Dehydrogenase
OMCOBO_01027	Membrane protein
OMCOBO_01028	Small hydrophobic protein
OMCOBO_01029	Antitoxin
OMCOBO_01030	Right handed beta helix domain-containing protein
OMCOBO_01031	O-methyltransferase family 2
OMCOBO_01032	Uncharacterized protein SCO5314
OMCOBO_01033	Polyketide cyclase
OMCOBO_01034	Curamycin polyketide synthase
OMCOBO_01035	Putative polyketide beta-ketoacyl synthase 2
OMCOBO_01036	Putative ketoacyl synthase
OMCOBO_01037	Putative thiaminase II-like protein
OMCOBO_01038	Protein in whiE locus
OMCOBO_01039	Monooxygenase
OMCOBO_01040	hypothetical protein
OMCOBO_01041	Glutathione peroxidase
OMCOBO_01042	Histidine kinase
OMCOBO_01043	ABC transporter
OMCOBO_01044	apolipoprotein N-acyltransferase
OMCOBO_01045	Oxidoreductase
OMCOBO_01046	Monooxygenase
OMCOBO_01047	Tetracyclin repressor-like C-terminal group 31 domain-containing protein
OMCOBO_01048	Tetratricopeptide repeat protein
OMCOBO_01049	uracil-DNA glycosylase
OMCOBO_01050	Putative oxidoreductase
OMCOBO_01051	Glucose 1-dehydrogenase
OMCOBO_01052	3-oxoacyl-ACP reductase
OMCOBO_01053	DUF3037 domain-containing protein
OMCOBO_01054	HipA-like kinase domain-containing protein
OMCOBO_01055	TraSA:integrase fusion protein
OMCOBO_01056	Multidrug ABC transporter permease
OMCOBO_01057	Short-chain dehydrogenase
OMCOBO_01058	SsuA/THI5-like domain-containing protein
OMCOBO_01059	LuxR family transcriptional regulator
OMCOBO_01060	histidine kinase
OMCOBO_01061	DUF4190 domain-containing protein
OMCOBO_01062	Serine hydrolase
OMCOBO_01063	N-acetyltransferase domain-containing protein
OMCOBO_01064	Zinc finger CGNR domain-containing protein
OMCOBO_01065	Haloalkane dehalogenase
OMCOBO_01066	Esterase
OMCOBO_01067	HxlR family transcriptional regulator
OMCOBO_01068	Histidine kinase
OMCOBO_01069	Acetyltransferase
OMCOBO_01070	Trypsin
OMCOBO_01071	LysR family transcriptional regulator
OMCOBO_01072	Dioxygenase
OMCOBO_01073	Lipoprotein
OMCOBO_01074	ATP-dependent Clp protease proteolytic subunit
OMCOBO_01075	ATP-dependent Clp protease proteolytic subunit
OMCOBO_01076	Transcriptional regulator
OMCOBO_01077	DUF4232 domain-containing protein
