Region_,Cluster_type_,Cluster-Name_,Start_,End_,Genes_total_,Completeness_crude glycerol pH4,Completeness_crude glycerol pH7,Completeness_pure glycerol pH7,Genes_expressed_crude glycerol pH4,Genes_expressed_crude glycerol pH7,Genes_expressed_pure glycerol pH7,Reads_total_crude glycerol pH4,Reads_total_crude glycerol pH7,Reads_total_pure glycerol pH7
contig_2,CDS,ABC_transporter,2023011,2023845,1,100.0%,100.0%,100.0%,1,1,1,545,8052,8473
contig_2,CDS,ABC_transporter,2793015,2793840,1,100.0%,100.0%,100.0%,1,1,1,6906,723,7607
contig_2,CDS,ABC_transporter,2793852,2794746,1,100.0%,100.0%,100.0%,1,1,1,24605,2025,37546
contig_2,CDS,ABC_transporter_ATP-binding_protein,427826,428681,1,100.0%,100.0%,100.0%,1,1,1,355,298,237
contig_2,CDS,ABC_transporter_ATP-binding_protein,515879,517568,1,100.0%,100.0%,100.0%,1,1,1,60,36,4
contig_2,CDS,ABC_transporter_ATP-binding_protein,552356,553181,1,100.0%,100.0%,100.0%,1,1,1,69,14,14
contig_2,CDS,ABC_transporter_ATP-binding_protein,584682,586299,1,100.0%,100.0%,100.0%,1,1,1,129,43,12799
contig_2,CDS,ABC_transporter_ATP-binding_protein,1341830,1342931,1,100.0%,100.0%,100.0%,1,1,1,327,68,55
contig_2,CDS,ABC_transporter_ATP-binding_protein,1525044,1525848,1,100.0%,100.0%,100.0%,1,1,1,789,814,1066
contig_2,CDS,ABC_transporter_ATP-binding_protein,1861420,1861633,1,100.0%,100.0%,100.0%,1,1,1,335,85,92
contig_2,CDS,ABC_transporter_ATP-binding_protein,2049955,2050750,1,100.0%,100.0%,100.0%,1,1,1,5929,5179,10709
contig_2,CDS,ABC_transporter_ATP-binding_protein,2056756,2059276,1,100.0%,100.0%,100.0%,1,1,1,11316,9119,9151
contig_2,CDS,ABC_transporter_ATP-binding_protein,2247370,2248228,1,100.0%,100.0%,0.0%,1,1,0,138,18,0
contig_2,CDS,ABC_transporter_ATP-binding_protein,2312533,2313505,1,100.0%,100.0%,100.0%,1,1,1,1121,162,283
contig_2,CDS,ABC_transporter_ATP-binding_protein,2361538,2362333,1,100.0%,100.0%,100.0%,1,1,1,144,29,41
contig_2,CDS,ABC_transporter_ATP-binding_protein,2989875,2992671,1,100.0%,100.0%,100.0%,1,1,1,1561,1151,485
contig_2,CDS,ABC_transporter_ATP-binding_protein,3031609,3032401,1,100.0%,100.0%,100.0%,1,1,1,869,1927,2322
contig_2,CDS,ABC_transporter_ATP-binding_protein,3133599,3134625,1,100.0%,100.0%,100.0%,1,1,1,144,30,21
contig_2,CDS,ABC_transporter_ATP-binding_protein,3260939,3261755,1,100.0%,100.0%,100.0%,1,1,1,1343,27,224
contig_2,CDS,ABC_transporter_ATP-binding_protein,3480299,3481073,1,100.0%,100.0%,100.0%,1,1,1,311,237,113
contig_2,CDS,ABC_transporter_ATP-binding_protein,3498423,3499362,1,100.0%,100.0%,100.0%,1,1,1,1645,2659,3607
contig_2,CDS,ABC_transporter_ATP-binding_protein,3757964,3758987,1,100.0%,100.0%,100.0%,1,1,1,1820,681,300
contig_2,CDS,ABC_transporter_ATP-binding_protein,3938666,3939644,1,100.0%,100.0%,100.0%,1,1,1,384,644,322
contig_2,CDS,ABC_transporter_ATP-binding_protein,4061119,4062277,1,100.0%,100.0%,100.0%,1,1,1,250,33,26
contig_2,CDS,ABC_transporter_ATP-binding_protein,4609865,4611044,1,100.0%,100.0%,100.0%,1,1,1,554,454,553
contig_2,CDS,ABC_transporter_ATP-binding_protein,4750247,4751042,1,100.0%,100.0%,100.0%,1,1,1,16,189,37
contig_2,CDS,ABC_transporter_ATP-binding_protein,4811831,4813124,1,100.0%,100.0%,100.0%,1,1,1,4088,4070,8272
contig_2,CDS,ABC_transporter_ATP-binding_protein,4948070,4948910,1,100.0%,100.0%,100.0%,1,1,1,5182,3911,4007
contig_2,CDS,ABC_transporter_ATP-binding_protein,5286442,5287129,1,100.0%,100.0%,100.0%,1,1,1,1307,399,245
contig_2,CDS,ABC_transporter_ATP-binding_protein,5290163,5290850,1,100.0%,100.0%,100.0%,1,1,1,244,113,162
contig_2,CDS,ABC_transporter_domain-containing_protein,3391263,3392046,1,100.0%,100.0%,100.0%,1,1,1,530,383,230
contig_2,CDS,ABC_transporter_domain-containing_protein,4265352,4266264,1,100.0%,100.0%,100.0%,1,1,1,1232,3187,1898
contig_2,CDS,ABC_transporter_integral_membrane_protein,3392109,3394638,1,100.0%,100.0%,100.0%,1,1,1,540,850,433
contig_2,CDS,ABC_transporter_membrane-spanning_protein,3939640,3941299,1,100.0%,100.0%,100.0%,1,1,1,132,292,51
contig_2,CDS,ABC_transporter_permease,586295,587144,1,100.0%,100.0%,100.0%,1,1,1,34,12,3412
contig_2,CDS,ABC_transporter_permease,794008,795451,1,100.0%,100.0%,0.0%,1,1,0,13,4,0
contig_2,CDS,ABC_transporter_permease,906361,907234,1,100.0%,100.0%,0.0%,1,1,0,53,15,0
contig_2,CDS,ABC_transporter_permease,1524145,1525048,1,100.0%,100.0%,100.0%,1,1,1,461,617,661
contig_2,CDS,ABC_transporter_permease,1697999,1698209,1,100.0%,100.0%,100.0%,1,1,1,4527,1166,1231
contig_2,CDS,ABC_transporter_permease,1710027,1710747,1,100.0%,100.0%,100.0%,1,1,1,1606,2975,5104
contig_2,CDS,ABC_transporter_permease,2023945,2025049,1,100.0%,100.0%,100.0%,1,1,1,243,2487,3702
contig_2,CDS,ABC_transporter_permease,2310859,2311588,1,100.0%,100.0%,100.0%,1,1,1,775,337,279
contig_2,CDS,ABC_transporter_permease,2311584,2312409,1,100.0%,100.0%,100.0%,1,1,1,294,56,35
contig_2,CDS,ABC_transporter_permease,2494023,2494860,1,100.0%,100.0%,100.0%,1,1,1,437,151,230
contig_2,CDS,ABC_transporter_permease,2633206,2633953,1,100.0%,100.0%,100.0%,1,1,1,94,29,19
contig_2,CDS,ABC_transporter_permease,2989018,2989879,1,100.0%,100.0%,100.0%,1,1,1,364,399,264
contig_2,CDS,ABC_transporter_permease,3115508,3116306,1,100.0%,100.0%,0.0%,1,1,0,39,21,0
contig_2,CDS,ABC_transporter_permease,3176564,3177212,1,100.0%,100.0%,100.0%,1,1,1,1175,161,921
contig_2,CDS,ABC_transporter_permease,3757087,3757978,1,100.0%,100.0%,100.0%,1,1,1,1539,891,745
contig_2,CDS,ABC_transporter_permease,3898273,3899362,1,100.0%,100.0%,100.0%,1,1,1,187,39,157
contig_2,CDS,ABC_transporter_permease,4063353,4064028,1,100.0%,100.0%,0.0%,1,1,0,11,5,0
contig_2,CDS,ABC_transporter_permease,4264409,4265303,1,100.0%,100.0%,100.0%,1,1,1,705,1781,1653
contig_2,CDS,ABC_transporter_permease,4266289,4267066,1,100.0%,100.0%,100.0%,1,1,1,439,1359,1354
contig_2,CDS,ABC_transporter_permease,4316193,4317126,1,0.0%,100.0%,100.0%,0,1,1,0,41,45
contig_2,CDS,ABC_transporter_permease,4611204,4611981,1,100.0%,100.0%,100.0%,1,1,1,1733,748,1413
contig_2,CDS,ABC_transporter_permease,4611977,4612721,1,100.0%,100.0%,100.0%,1,1,1,2581,795,1003
contig_2,CDS,ABC_transporter_permease,5170788,5172075,1,100.0%,100.0%,100.0%,1,1,1,550,1300,381
contig_2,CDS,ABC_transporter_permease,5227827,5228097,1,100.0%,100.0%,100.0%,1,1,1,40,120,96
contig_2,CDS,ABC_transporter_permease_subunit,4064024,4064756,1,100.0%,100.0%,0.0%,1,1,0,36,7,0
contig_2,CDS,ABC_transporter_substrate-binding_protein,689607,690762,1,100.0%,100.0%,100.0%,1,1,1,1334,192,161
contig_2,CDS,ABC_transporter_substrate-binding_protein,832822,833935,1,100.0%,100.0%,100.0%,1,1,1,132,259,390
contig_2,CDS,ABC_transporter_substrate-binding_protein,905271,906303,1,100.0%,100.0%,100.0%,1,1,1,84,19,133
contig_2,CDS,ABC_transporter_substrate-binding_protein,1784165,1784924,1,100.0%,100.0%,100.0%,1,1,1,551,112,220
contig_2,CDS,ABC_transporter_substrate-binding_protein,1819775,1821371,1,100.0%,100.0%,100.0%,1,1,1,2600,1934,1383
contig_2,CDS,ABC_transporter_substrate-binding_protein,1840889,1841942,1,100.0%,100.0%,100.0%,1,1,1,182,51,221
contig_2,CDS,ABC_transporter_substrate-binding_protein,1972830,1973784,1,100.0%,100.0%,100.0%,1,1,1,174,19,27
contig_2,CDS,ABC_transporter_substrate-binding_protein,2026290,2027319,1,100.0%,100.0%,100.0%,1,1,1,1308,22484,39385
contig_2,CDS,ABC_transporter_substrate-binding_protein,2579500,2580529,1,100.0%,100.0%,100.0%,1,1,1,372,2991,4083
contig_2,CDS,ABC_transporter_substrate-binding_protein,3179389,3180406,1,100.0%,100.0%,100.0%,1,1,1,223,49,164
contig_2,CDS,ABC_transporter_substrate-binding_protein,3233449,3234859,1,100.0%,100.0%,0.0%,1,1,0,383,17,0
contig_2,CDS,ABC_transporter_substrate-binding_protein,4062367,4063357,1,100.0%,0.0%,0.0%,1,0,0,73,0,0
contig_2,CDS,ABC_transporter_substrate-binding_protein,4839774,4841043,1,100.0%,100.0%,100.0%,1,1,1,3047,641,2392
contig_2,CDS,ABC_transporter_substrate-binding_protein,4862645,4863512,1,100.0%,100.0%,100.0%,1,1,1,385,347,85
contig_2,CDS,ABC_transporter_substrate-binding_protein,4878727,4879843,1,100.0%,100.0%,100.0%,1,1,1,1142,3428,2182
contig_2,CDS,ABC_transporter_substrate-binding_protein,5166845,5167883,1,100.0%,100.0%,100.0%,1,1,1,1738,692,585
contig_2,CDS,ABM_domain-containing_protein,674080,674389,1,100.0%,100.0%,100.0%,1,1,1,74,33,118
contig_2,CDS,ABM_domain-containing_protein,838352,839273,1,100.0%,100.0%,100.0%,1,1,1,313,74,132
contig_2,CDS,AB_hydrolase-1_domain-containing_protein,18319,19201,1,100.0%,100.0%,100.0%,1,1,1,694,508,666
contig_2,CDS,AB_hydrolase-1_domain-containing_protein,486327,487161,1,100.0%,100.0%,100.0%,1,1,1,331,310,748
contig_2,CDS,ACT_domain-containing_protein,3202767,3204201,1,100.0%,100.0%,100.0%,1,1,1,11298,9242,8313
contig_2,CDS,ADP-forming_succinate--CoA_ligase_subunit_beta,5082639,5083818,1,100.0%,100.0%,100.0%,1,1,1,117712,61109,117846
contig_2,CDS,ADP-ribosylglycohydrolase,2285530,2286817,1,100.0%,100.0%,0.0%,1,1,0,40,32,0
contig_2,CDS,ADP-ribosylglycohydrolase_family_protein,3585181,3586303,1,100.0%,100.0%,100.0%,1,1,1,406,61,294
contig_2,CDS,AI-2E_family_transporter,5279315,5280959,1,100.0%,100.0%,100.0%,1,1,1,2472,2595,3250
contig_2,CDS,AIG2_family_protein,5196184,5196622,1,100.0%,100.0%,100.0%,1,1,1,959,219,665
contig_2,CDS,AMP-dependent_synthetase,719695,721420,1,100.0%,100.0%,100.0%,1,1,1,363,297,282
contig_2,CDS,ANTAR_domain-containing_protein,3172501,3172864,1,100.0%,100.0%,100.0%,1,1,1,107,180,230
contig_2,CDS,AP-4-A_phosphorylase,1684888,1685446,1,100.0%,100.0%,100.0%,1,1,1,3964,524,1074
contig_2,CDS,ATP-binding_cassette_domain-containing_protein,4760266,4762300,1,100.0%,100.0%,100.0%,1,1,1,5758,1052,357
contig_2,CDS,ATP-binding_protein,237484,237856,1,100.0%,100.0%,100.0%,1,1,1,2254,353,1581
contig_2,CDS,ATP-binding_protein,688642,689332,1,100.0%,100.0%,100.0%,1,1,1,327,135,65
contig_2,CDS,ATP-binding_protein,1347489,1348098,1,100.0%,100.0%,100.0%,1,1,1,352,164,481
contig_2,CDS,ATP-binding_protein,1479430,1479889,1,100.0%,100.0%,100.0%,1,1,1,687,474,1067
contig_2,CDS,ATP-binding_protein,1640361,1641237,1,100.0%,100.0%,100.0%,1,1,1,276,327,191
contig_2,CDS,ATP-binding_protein,1726787,1728971,1,100.0%,100.0%,100.0%,1,1,1,8927,19750,5921
contig_2,CDS,ATP-binding_protein,1973881,1974508,1,100.0%,100.0%,100.0%,1,1,1,2187,867,73
contig_2,CDS,ATP-binding_protein,2562972,2563497,1,100.0%,100.0%,100.0%,1,1,1,1410,369,13
contig_2,CDS,ATP-binding_protein,2804051,2804684,1,100.0%,100.0%,100.0%,1,1,1,4023,5645,9369
contig_2,CDS,ATP-binding_protein,2973244,2975386,1,100.0%,100.0%,100.0%,1,1,1,22,23,54
contig_2,CDS,ATP-binding_protein,2975382,2977161,1,100.0%,100.0%,100.0%,1,1,1,298,31,195
contig_2,CDS,ATP-binding_protein,3361642,3362131,1,100.0%,100.0%,100.0%,1,1,1,1611,388,2108
contig_2,CDS,ATP-binding_protein,4311312,4312047,1,100.0%,100.0%,100.0%,1,1,1,609,385,173
contig_2,CDS,ATP-binding_protein,4532767,4533757,1,100.0%,100.0%,100.0%,1,1,1,4662,3678,984
contig_2,CDS,ATP-binding_protein,4574431,4574731,1,100.0%,100.0%,0.0%,1,1,0,509,132,0
contig_2,CDS,ATP-binding_protein,4637547,4639635,1,100.0%,100.0%,100.0%,1,1,1,315,135,41
contig_2,CDS,ATP-binding_protein,4787118,4788648,1,100.0%,100.0%,100.0%,1,1,1,4,11,22
contig_2,CDS,ATP-binding_protein,4896113,4896770,1,100.0%,100.0%,100.0%,1,1,1,1516,1996,1699
contig_2,CDS,ATP-binding_protein,5048664,5049810,1,100.0%,100.0%,100.0%,1,1,1,38,2,14
contig_2,CDS,ATP-binding_protein,5178751,5179030,1,100.0%,100.0%,100.0%,1,1,1,292,297,39
contig_2,CDS,ATP-binding_protein,5184294,5184975,1,100.0%,100.0%,100.0%,1,1,1,224,77,165
contig_2,CDS,ATP-binding_protein,5185157,5185571,1,100.0%,100.0%,100.0%,1,1,1,93,193,53
contig_2,CDS,ATP-dependent_Clp_protease_ATP-binding_subunit,4634211,4636737,1,100.0%,100.0%,100.0%,1,1,1,124682,196296,271581
contig_2,CDS,ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX,2905436,2906720,1,100.0%,100.0%,100.0%,1,1,1,24832,19742,25190
contig_2,CDS,ATP-dependent_Clp_protease_ATP-binding_subunit_clpC,895163,897746,1,100.0%,100.0%,100.0%,1,1,1,189,48,239
contig_2,CDS,ATP-dependent_Clp_protease_adapter_ClpS,3157844,3158204,1,100.0%,100.0%,100.0%,1,1,1,1647,273,754
contig_2,CDS,ATP-dependent_Clp_protease_proteolytic_subunit,1227090,1227729,1,100.0%,100.0%,100.0%,1,1,1,121,122,201
contig_2,CDS,ATP-dependent_Clp_protease_proteolytic_subunit,1227730,1228333,1,100.0%,100.0%,100.0%,1,1,1,88,44,102
contig_2,CDS,ATP-dependent_Clp_protease_proteolytic_subunit,2906881,2907556,1,100.0%,100.0%,100.0%,1,1,1,19937,63109,62113
contig_2,CDS,ATP-dependent_Clp_protease_proteolytic_subunit,2907621,2908236,1,100.0%,100.0%,100.0%,1,1,1,14503,44639,34986
contig_2,CDS,ATP-dependent_DNA_helicase_UvrD1,3505604,3505826,1,100.0%,100.0%,100.0%,1,1,1,2638,389,283
contig_2,CDS,ATP-dependent_DNA_ligase,1458695,1460231,1,100.0%,100.0%,100.0%,1,1,1,104,22,11
contig_2,CDS,ATP-dependent_RNA_helicase,1795201,1798018,1,100.0%,100.0%,100.0%,1,1,1,21999,3528,1738
contig_2,CDS,ATP-dependent_RNA_helicase,4542027,4544361,1,100.0%,100.0%,100.0%,1,1,1,1122,424,474
contig_2,CDS,ATP-dependent_RNA_helicase_HrpA,3899580,3903576,1,100.0%,100.0%,100.0%,1,1,1,9067,886,738
contig_2,CDS,ATP-dependent_RecD2_DNA_helicase,3012924,3015183,1,100.0%,100.0%,100.0%,1,1,1,10827,993,3661
contig_2,CDS,ATP-dependent_chaperone_ClpB,3959570,3962222,1,100.0%,100.0%,100.0%,1,1,1,3683,4875,4494
contig_2,CDS,ATP-dependent_helicase_HrpB,2229887,2232479,1,100.0%,100.0%,100.0%,1,1,1,1511,316,316
contig_2,CDS,ATP-dependent_zinc_metalloprotease_FtsH,44223,46176,1,100.0%,100.0%,100.0%,1,1,1,102,16,54
contig_2,CDS,ATP-dependent_zinc_metalloprotease_FtsH,371231,372521,1,100.0%,100.0%,100.0%,1,1,1,111,55,93
contig_2,CDS,ATP-dependent_zinc_metalloprotease_FtsH,4600268,4602275,1,100.0%,100.0%,100.0%,1,1,1,76818,55835,123718
contig_2,CDS,ATP-grasp-modified_RiPP,166581,166866,1,0.0%,0.0%,0.0%,0,0,0,0,0,0
contig_2,CDS,ATP-grasp_domain-containing_protein,4422793,4423621,1,100.0%,100.0%,100.0%,1,1,1,25,22,71
contig_2,CDS,ATP-grasp_superfamily_enzyme,2224714,2225662,1,100.0%,100.0%,100.0%,1,1,1,3529,1628,3703
contig_2,CDS,ATP/GTP-binding_protein,567991,569290,1,100.0%,100.0%,100.0%,1,1,1,1983,632,1343
contig_2,CDS,ATP/GTP-binding_protein,1504211,1505246,1,100.0%,100.0%,100.0%,1,1,1,1756,1551,1553
contig_2,CDS,ATP/GTP-binding_protein,1851499,1852549,1,100.0%,100.0%,100.0%,1,1,1,2515,1042,2558
contig_2,CDS,ATP/GTP-binding_protein,2656461,2657634,1,100.0%,100.0%,100.0%,1,1,1,26,42,238
contig_2,CDS,ATP/GTP-binding_protein,4699361,4700819,1,100.0%,100.0%,100.0%,1,1,1,3933,2004,1522
contig_2,CDS,ATP_phosphoribosyltransferase,1579641,1580490,1,100.0%,100.0%,100.0%,1,1,1,8258,4276,3926
contig_2,CDS,ATPase,1489201,1489702,1,100.0%,100.0%,100.0%,1,1,1,3385,539,1754
contig_2,CDS,ATPase,1764344,1764734,1,100.0%,100.0%,100.0%,1,1,1,804,507,728
contig_2,CDS,ATPase,2353880,2354906,1,100.0%,100.0%,100.0%,1,1,1,3188,1106,979
contig_2,CDS,ATPase,5042659,5043787,1,100.0%,100.0%,100.0%,1,1,1,5130,1197,1236
contig_2,CDS,ATPase,5117907,5118387,1,100.0%,100.0%,100.0%,1,1,1,6,65,56
contig_2,CDS,ATPase_AAA,5074704,5076789,1,100.0%,100.0%,100.0%,1,1,1,135,18,3
contig_2,CDS,Abasic_site_processing_protein,789779,790517,1,100.0%,100.0%,100.0%,1,1,1,527,32,222
contig_2,CDS,Abortive_infection_protein,327483,328509,1,100.0%,100.0%,100.0%,1,1,1,568,343,1912
contig_2,CDS,Abortive_infection_protein,4667510,4668500,1,100.0%,100.0%,100.0%,1,1,1,1243,1092,2697
contig_2,CDS,Acarbose/maltose_binding_protein_GacH,2495794,2497069,1,100.0%,100.0%,100.0%,1,1,1,971,425,279
contig_2,CDS,Acetoacetate_decarboxylase,2084616,2085414,1,100.0%,100.0%,100.0%,1,1,1,23,15,182
contig_2,CDS,Acetoin_utilization_protein_AcuC,3859102,3860278,1,100.0%,100.0%,100.0%,1,1,1,586,506,621
contig_2,CDS,Acetolactate_synthase,1558608,1560243,1,100.0%,100.0%,100.0%,1,1,1,13928,25966,10330
contig_2,CDS,Acetolactate_synthase,3035222,3036971,1,100.0%,100.0%,100.0%,1,1,1,80,70,5
contig_2,CDS,Acetolactate_synthase_I/II/III_large_subunit,125361,126975,1,100.0%,100.0%,100.0%,1,1,1,382,192,400
contig_2,CDS,Acetone_carboxylase,2072058,2072301,1,100.0%,100.0%,100.0%,1,1,1,248,76,268
contig_2,CDS,Acety-l/propionyl-CoA_carboxylase_subunit_alpha,4927380,4929345,1,100.0%,100.0%,100.0%,1,1,1,119,158,97
contig_2,CDS,Acetyl-CoA_acetyltransferase,1386796,1387978,1,100.0%,100.0%,100.0%,1,1,1,75,96,67
contig_2,CDS,"Acetyl-CoA_carboxylase,_carboxyltransferase_component",4925775,4927374,1,100.0%,100.0%,100.0%,1,1,1,304,286,295
contig_2,CDS,Acetyl-coenzyme_A_carboxylase_carboxyl_transferase_subunits_beta/alpha,1287869,1289288,1,100.0%,100.0%,100.0%,1,1,1,943,976,2024
contig_2,CDS,Acetyl-coenzyme_A_synthetase,3522773,3523316,1,100.0%,100.0%,100.0%,1,1,1,111,78,23
contig_2,CDS,Acetylglutamate_kinase,1732002,1732956,1,100.0%,100.0%,100.0%,1,1,1,36309,5691,11489
contig_2,CDS,Acetyltransferase,265350,265791,1,100.0%,100.0%,100.0%,1,1,1,114,111,640
contig_2,CDS,Acetyltransferase,364857,365478,1,100.0%,100.0%,100.0%,1,1,1,83,26,29
contig_2,CDS,Acetyltransferase,1132566,1133445,1,100.0%,100.0%,100.0%,1,1,1,6625,11150,10593
contig_2,CDS,Acetyltransferase,1221357,1221891,1,100.0%,100.0%,100.0%,1,1,1,1508,699,803
contig_2,CDS,Acetyltransferase,2884628,2885168,1,100.0%,100.0%,100.0%,1,1,1,198,42,151
contig_2,CDS,Acetyltransferase,3272893,3273517,1,100.0%,100.0%,100.0%,1,1,1,713,180,213
contig_2,CDS,Acetyltransferase,4566623,4567451,1,100.0%,100.0%,100.0%,1,1,1,279,114,181
contig_2,CDS,Acetyltransferase_(GNAT)_family,1069140,1069902,1,100.0%,100.0%,100.0%,1,1,1,10,28,68
contig_2,CDS,Acetyltransferase_(GNAT)_family,2646646,2647264,1,100.0%,100.0%,100.0%,1,1,1,44,19,18
contig_2,CDS,Acid_phosphatase,2825488,2826283,1,100.0%,100.0%,100.0%,1,1,1,682,1648,851
contig_2,CDS,Activator_of_HSP90_ATPase,884848,885313,1,100.0%,100.0%,100.0%,1,1,1,495,109,221
contig_2,CDS,Activator_of_Hsp90_ATPase-like_ue_1/2-like_C-terminal_domain-containing_protein,4581384,4581867,1,100.0%,100.0%,100.0%,1,1,1,485,210,1770
contig_2,CDS,Acyl-ACP_desaturase,2936082,2937057,1,100.0%,100.0%,100.0%,1,1,1,5221,9579,13425
contig_2,CDS,Acyl-CoA_carboxylase_epsilon_subunit,5209426,5209642,1,100.0%,100.0%,100.0%,1,1,1,128,74,87
contig_2,CDS,Acyl-CoA_dehydrogenase,124204,125362,1,100.0%,100.0%,100.0%,1,1,1,165,434,445
contig_2,CDS,Acyl-CoA_dehydrogenase,609472,610699,1,100.0%,0.0%,100.0%,1,0,1,20,0,16
contig_2,CDS,Acyl-CoA_dehydrogenase,616734,617877,1,100.0%,100.0%,100.0%,1,1,1,208,88,205
contig_2,CDS,Acyl-CoA_dehydrogenase,1408817,1410017,1,100.0%,100.0%,100.0%,1,1,1,130,57,261
contig_2,CDS,Acyl-CoA_dehydrogenase,1920400,1921552,1,100.0%,100.0%,100.0%,1,1,1,158,89,481
contig_2,CDS,Acyl-CoA_dehydrogenase,1978565,1979759,1,100.0%,100.0%,100.0%,1,1,1,1589,697,1614
contig_2,CDS,Acyl-CoA_dehydrogenase,2590846,2593033,1,100.0%,100.0%,100.0%,1,1,1,231,209,186
contig_2,CDS,Acyl-CoA_dehydrogenase,3060424,3061582,1,100.0%,100.0%,100.0%,1,1,1,3645,250,1825
contig_2,CDS,Acyl-CoA_dehydrogenase,3345199,3346321,1,100.0%,100.0%,100.0%,1,1,1,7508,2253,4955
contig_2,CDS,Acyl-CoA_dehydrogenase,3625754,3627029,1,100.0%,100.0%,0.0%,1,1,0,10,8,0
contig_2,CDS,Acyl-CoA_dehydrogenase,3643129,3644089,1,100.0%,100.0%,100.0%,1,1,1,27,7,63
contig_2,CDS,Acyl-CoA_dehydrogenase,4929439,4930615,1,100.0%,100.0%,100.0%,1,1,1,120,145,149
contig_2,CDS,Acyl-CoA_dehydrogenase_FadE26,612902,614027,1,100.0%,100.0%,100.0%,1,1,1,66,16,86
contig_2,CDS,Acyl-CoA_dehydrogenase_FadE27,4322168,4323236,1,100.0%,100.0%,100.0%,1,1,1,18,31,6
contig_2,CDS,Acyl-CoA_hydrolase,3331855,3332410,1,100.0%,100.0%,100.0%,1,1,1,1217,281,560
contig_2,CDS,Acyl-CoA_oxidase,82592,84437,1,100.0%,100.0%,100.0%,1,1,1,101,17,141
contig_2,CDS,Acyl-CoA_synthetase,621143,622742,1,100.0%,100.0%,100.0%,1,1,1,499,103,678
contig_2,CDS,Acyl-CoA_synthetase,1286371,1287877,1,100.0%,100.0%,100.0%,1,1,1,1772,2110,4254
contig_2,CDS,Acyl-CoA_synthetase,1391001,1392630,1,100.0%,100.0%,100.0%,1,1,1,335,118,45
contig_2,CDS,Acyl-CoA_synthetase,1396554,1398126,1,100.0%,100.0%,100.0%,1,1,1,515,160,298
contig_2,CDS,Acyl-CoA_synthetase,1399966,1401517,1,100.0%,100.0%,100.0%,1,1,1,114,86,366
contig_2,CDS,Acyl-CoA_synthetase,2396383,2398180,1,100.0%,100.0%,100.0%,1,1,1,1618,770,491
contig_2,CDS,Acyl-CoA_synthetase,2839517,2841407,1,100.0%,100.0%,100.0%,1,1,1,6641,922,2725
contig_2,CDS,Acyl-CoA_synthetase,3794317,3796252,1,100.0%,100.0%,100.0%,1,1,1,443,103,72
contig_2,CDS,Acyl-CoA_thioesterase_II,3052732,3053623,1,100.0%,100.0%,100.0%,1,1,1,1050,258,85
contig_2,CDS,Acyl-[acyl-carrier-protein]_dehydrogenase_MbtN,3053641,3054850,1,100.0%,100.0%,100.0%,1,1,1,5988,380,922
contig_2,CDS,Acyl_carrier_protein,87502,87772,1,100.0%,100.0%,100.0%,1,1,1,41,15,4
contig_2,CDS,Acyl_carrier_protein,724787,725045,1,0.0%,100.0%,100.0%,0,1,1,0,94,96
contig_2,CDS,Acylphosphatase,31789,32071,1,100.0%,100.0%,100.0%,1,1,1,515,334,339
contig_2,CDS,Acyltransferase,5156533,5157718,1,0.0%,100.0%,100.0%,0,1,1,0,1,27
contig_2,CDS,Acyltransferase_3_domain-containing_protein,286010,287216,1,100.0%,100.0%,100.0%,1,1,1,2752,1137,973
contig_2,CDS,Acyltransferase_3_domain-containing_protein,4565077,4566370,1,100.0%,100.0%,100.0%,1,1,1,198,815,313
contig_2,CDS,Adenine_DNA_glycosylase,4649031,4649991,1,100.0%,100.0%,100.0%,1,1,1,429,427,558
contig_2,CDS,Adenosylcobinamide-GDP_ribazoletransferase,2445283,2446087,1,100.0%,100.0%,100.0%,1,1,1,58,13,7
contig_2,CDS,Adenosylcobinamide_kinase,2441121,2442363,1,100.0%,100.0%,100.0%,1,1,1,39,46,47
contig_2,CDS,Adenylate/guanylate_cyclase_domain-containing_protein,5212497,5213778,1,100.0%,100.0%,100.0%,1,1,1,3765,573,241
contig_2,CDS,Adenylate_cyclase,1969071,1970976,1,100.0%,100.0%,0.0%,1,1,0,40,11,0
contig_2,CDS,AfsR/SARP_family_transcriptional_regulator,2539671,2543154,1,100.0%,100.0%,100.0%,1,1,1,978,287,328
contig_2,CDS,Alanine-rich_protein,2131376,2132639,1,100.0%,100.0%,100.0%,1,1,1,40,6,20
contig_2,CDS,Alanine_racemase,1769276,1770539,1,100.0%,100.0%,100.0%,1,1,1,235,75,123
contig_2,CDS,Alanine_racemase_N-terminal_domain-containing_protein,4202100,4203132,1,100.0%,100.0%,100.0%,1,1,1,5826,5230,10276
contig_2,CDS,Alcohol_dehydrogenase,1072861,1073902,1,100.0%,100.0%,100.0%,1,1,1,257,28,80
contig_2,CDS,Alcohol_dehydrogenase,1923390,1924491,1,100.0%,100.0%,100.0%,1,1,1,1056,465,1115
contig_2,CDS,Alcohol_dehydrogenase,3637415,3638489,1,100.0%,100.0%,100.0%,1,1,1,100,38,75
contig_2,CDS,Aldehyde_dehydrogenase,310585,311386,1,100.0%,100.0%,100.0%,1,1,1,67,66,26
contig_2,CDS,Aldehyde_dehydrogenase,2127258,2128776,1,100.0%,100.0%,100.0%,1,1,1,217,136,189
contig_2,CDS,Aldehyde_dehydrogenase,2604098,2605550,1,100.0%,100.0%,100.0%,1,1,1,517,355,323
