Species,Contigs,Accession,Status,TaxID
Streptomyces althioticus,63,GCF_040629525.1,Scaffold,83380
Streptomyces althioticus,1,GCF_045276965.1,Complete Genome,83380
Streptomyces althioticus,35,GCF_042902055.1,Scaffold,83380
Streptomyces althioticus,43,GCF_044334375.1,Scaffold,83380
Streptomyces althioticus,1,GCF_045276995.1,Complete Genome,83380
Streptomyces althioticus,303,GCF_042902165.1,Scaffold,83380
Streptomyces althioticus,5,GCF_045277055.1,Complete Genome,83380
Streptomyces althioticus,43,GCF_044547185.1,Scaffold,83380
Streptomyces althioticus,70,GCF_044332225.1,Scaffold,83380
Streptomyces althioticus,33,GCF_042867815.1,Scaffold,83380
Streptomyces althioticus,63,GCF_040633475.1,Scaffold,83380
Streptomyces althioticus,51,GCF_044331355.1,Scaffold,83380
Streptomyces althioticus,72,GCF_044328415.1,Scaffold,83380
Streptomyces althioticus,82,GCF_043078975.1,Scaffold,83380
Streptomyces althioticus,107,GCF_043080445.1,Scaffold,83380
Streptomyces althioticus,48,GCF_044329965.1,Scaffold,83380
Streptomyces althioticus,77,GCF_040300465.1,Scaffold,83380
Streptomyces althioticus,176,GCF_042733705.1,Scaffold,83380
Streptomyces althioticus,41,GCF_042873575.1,Scaffold,83380
Streptomyces althioticus,69,GCF_040300005.1,Scaffold,83380
Streptomyces althioticus,49,GCF_040640335.1,Scaffold,83380
Streptomyces althioticus,74,GCF_040298105.1,Scaffold,83380
Streptomyces althioticus,120,GCF_043083785.1,Scaffold,83380
Streptomyces althioticus,30,GCF_044767765.1,Scaffold,83380
Streptomyces althioticus,341,GCF_043088765.1,Scaffold,83380
Streptomyces althioticus,360,GCF_040642115.1,Scaffold,83380
Streptomyces althioticus,623,GCF_040653195.1,Scaffold,83380
Streptomyces althioticus,73,GCF_040633295.1,Scaffold,83380
Streptomyces althioticus,39,GCF_044334295.1,Scaffold,83380
Streptomyces althioticus,68,GCF_014649355.1,Scaffold,83380
Streptomyces althioticus,51,GCF_043203095.1,Scaffold,83380
Streptomyces althioticus,27,GCF_042899905.1,Scaffold,83380
Streptomyces althioticus,52,GCF_044331345.1,Scaffold,83380
Streptomyces althioticus,354,GCF_040684215.1,Scaffold,83380
Streptomyces althioticus,75,GCF_040633725.1,Scaffold,83380
Streptomyces althioticus,91,GCF_042900865.1,Scaffold,83380
Streptomyces althioticus,41,GCF_042901125.1,Scaffold,83380
Streptomyces althioticus,31,GCF_044387315.1,Scaffold,83380
Streptomyces althioticus,86,GCF_040609175.1,Scaffold,83380
Streptomyces althioticus,2,GCF_036226965.1,Complete Genome,83380
Streptomyces althioticus,38,GCF_044756345.1,Scaffold,83380
Streptomyces althioticus,42,GCF_044388345.1,Scaffold,83380
Streptomyces althioticus,39,GCF_044387255.1,Scaffold,83380
Streptomyces althioticus,57,GCF_040633575.1,Scaffold,83380
Streptomyces althioticus,45,GCF_044387485.1,Scaffold,83380
Streptomyces amakusaensis,99,GCF_039532665.1,Scaffold,67271
Streptomyces amakusaensis,111,GCF_042657345.1,Scaffold,67271
Streptomyces ambofaciens,1,GCF_001632865.1,Complete Genome,1889
Streptomyces ambofaciens,2,GCF_001267885.1,Complete Genome,278992
Streptomyces amritsarensis,99,GCF_042749775.1,Scaffold,681158
Streptomyces amritsarensis,208,GCF_001953875.1,Scaffold,681158
Streptomyces amritsarensis,101,GCF_042749935.1,Scaffold,681158
Streptomyces anandii,128,GCF_014650655.1,Scaffold,1306180
Streptomyces anandii,134,GCF_042749495.1,Scaffold,285454
Streptomyces anandii,186,GCF_042750755.1,Scaffold,285454
Streptomyces anandii,151,GCF_042749455.1,Scaffold,285454
Streptomyces anandii,46,GCF_044335045.1,Scaffold,285454
Streptomyces anandii,75,GCF_043083025.1,Scaffold,285454
Streptomyces angustmyceticus,33,GCF_044757715.1,Scaffold,285578
Streptomyces angustmyceticus,4,GCF_025252265.1,Complete Genome,285578
Streptomyces angustmyceticus,50,GCF_044769445.1,Scaffold,285578
Streptomyces angustmyceticus,102,GCF_042749205.1,Scaffold,285578
Streptomyces angustmyceticus,874,GCF_002154415.1,Scaffold,285578
Streptomyces angustmyceticus,1,GCF_019933235.1,Complete Genome,285578
Streptomyces angustmyceticus,77,GCF_040640695.1,Scaffold,285578
Streptomyces angustmyceticus,46,GCF_009176265.1,Scaffold,285578
Streptomyces angustmyceticus,104,GCF_044903215.1,Scaffold,285578
Streptomyces angustmyceticus,96,GCF_040701845.1,Scaffold,285578
Streptomyces anthocyanicus,62,GCF_042736315.1,Scaffold,68174
Streptomyces anthocyanicus,121,GCF_040635595.1,Scaffold,68174
Streptomyces anthocyanicus,321,GCF_042671425.1,Scaffold,68174
Streptomyces anthocyanicus,73,GCF_042898335.1,Scaffold,68174
Streptomyces anthocyanicus,2,GCF_035917655.1,Complete Genome,68174
Streptomyces anthocyanicus,81,GCF_040679675.1,Scaffold,68174
Streptomyces anthocyanicus,143,GCF_042802955.1,Scaffold,68174
Streptomyces anthocyanicus,50,GCF_042870335.1,Scaffold,68174
Streptomyces anthocyanicus,2,GCF_045209725.1,Complete Genome,68174
Streptomyces anthocyanicus,46,GCF_042869515.1,Scaffold,68174
Streptomyces anthocyanicus,673,GCF_042736495.1,Scaffold,68174
Streptomyces anthocyanicus,82,GCF_042724615.1,Scaffold,68174
Streptomyces anthocyanicus,36,GCF_044460745.1,Scaffold,68174
Streptomyces anthocyanicus,209,GCF_014647695.1,Scaffold,68174
Streptomyces anthocyanicus,46,GCF_044746245.1,Scaffold,68174
Streptomyces anthocyanicus,49,GCF_042715095.1,Scaffold,68174
Streptomyces anthocyanicus,1,GCF_045206015.1,Complete Genome,68174
Streptomyces anthocyanicus,716,GCF_042729495.1,Scaffold,68174
Streptomyces anthocyanicus,65,GCF_042751875.1,Scaffold,68174
Streptomyces anthocyanicus,2,GCF_036226945.1,Complete Genome,68174
Streptomyces anthocyanicus,37,GCF_044741125.1,Scaffold,68174
Streptomyces anthocyanicus,99,GCF_042669665.1,Scaffold,68174
Streptomyces anthocyanicus,78,GCF_014650795.1,Scaffold,68174
Streptomyces anthocyanicus,3,GCF_045039985.1,Complete Genome,68174
Streptomyces anthocyanicus,80,GCF_042955625.1,Scaffold,68174
Streptomyces anthocyanicus,41,GCF_042955685.1,Scaffold,68174
Streptomyces anthocyanicus,42,GCF_044903375.1,Scaffold,68174
Streptomyces anthocyanicus,55,GCF_014651155.1,Scaffold,68174
Streptomyces anthocyanicus,97,GCF_040650375.1,Scaffold,68174
Streptomyces anthocyanicus,86,GCF_042729515.1,Scaffold,68174
Streptomyces anthocyanicus,99,GCF_040631395.1,Scaffold,68174
Streptomyces anthocyanicus,92,GCF_042671085.1,Scaffold,68174
Streptomyces anthocyanicus,93,GCF_040608835.1,Scaffold,68174
Streptomyces anthocyanicus,87,GCF_040631415.1,Scaffold,68174
Streptomyces anthocyanicus,124,GCF_040650395.1,Scaffold,68174
Streptomyces anthocyanicus,253,GCF_042729775.1,Scaffold,68174
Streptomyces anthocyanicus,152,GCF_042729575.1,Scaffold,68174
Streptomyces anthocyanicus,704,GCF_042729705.1,Scaffold,68174
Streptomyces anthocyanicus,94,GCF_040611035.1,Scaffold,68174
Streptomyces anthocyanicus,42,GCF_044762825.1,Scaffold,68174
Streptomyces anthocyanicus,1,GCF_045276945.1,Complete Genome,68174
Streptomyces antibioticus,34,GCF_042874655.1,Scaffold,1890
Streptomyces antibioticus,5,GCF_002019855.1,Chromosome,1890
Streptomyces antibioticus,336,GCF_040635835.1,Scaffold,1890
Streptomyces antibioticus,13,GCF_043078445.1,Scaffold,1890
Streptomyces antibioticus,31,GCF_040638015.1,Scaffold,1890
Streptomyces antibioticus,47,GCF_040647295.1,Scaffold,1890
Streptomyces antibioticus,23,GCF_042884025.1,Scaffold,1890
Streptomyces antibioticus,21,GCF_043202155.1,Scaffold,1890
Streptomyces antibioticus,29,GCF_040640315.1,Scaffold,1890
Streptomyces antibioticus,59,GCF_043202475.1,Scaffold,1890
Streptomyces antibioticus,16,GCF_044327145.1,Scaffold,1890
Streptomyces antibioticus,1,GCF_012044595.1,Complete Genome,1890
Streptomyces antibioticus,113,GCF_040610585.1,Scaffold,1890
Streptomyces antibioticus,58,GCF_040610515.1,Scaffold,1890
Streptomyces antibioticus,136,GCF_042742695.1,Scaffold,1890
Streptomyces antibioticus,92,GCF_042803645.1,Scaffold,1890
Streptomyces antibioticus,43,GCF_040610455.1,Scaffold,1890
Streptomyces antibioticus,29,GCF_001514065.1,Scaffold,1890
Streptomyces antibioticus,33,GCF_040633185.1,Scaffold,1890
Streptomyces antimycoticus,121,GCF_042954785.1,Scaffold,68175
Streptomyces antimycoticus,82,GCF_042734055.1,Scaffold,68175
Streptomyces antimycoticus,141,GCF_042734435.1,Scaffold,68175
Streptomyces antimycoticus,1,GCF_045161845.1,Complete Genome,68175
Streptomyces antimycoticus,1,GCF_030291795.1,Complete Genome,68175
Streptomyces antimycoticus,149,GCF_042754605.1,Scaffold,68175
Streptomyces antimycoticus,77,GCF_042956365.1,Scaffold,68175
Streptomyces antimycoticus,93,GCF_044544885.1,Scaffold,68175
Streptomyces antimycoticus,1,GCF_009936315.1,Complete Genome,68175
Streptomyces antimycoticus,1258,GCF_002154275.1,Scaffold,68175
Streptomyces antimycoticus,645,GCF_040686115.1,Scaffold,68175
Streptomyces antimycoticus,335,GCF_040679395.1,Scaffold,68175
Streptomyces antimycoticus,109,GCF_044743065.1,Scaffold,68175
Streptomyces antimycoticus,147,GCF_042430845.1,Scaffold,68175
Streptomyces antimycoticus,159,GCF_040642795.1,Scaffold,68175
Streptomyces antimycoticus,175,GCF_040642615.1,Scaffold,68175
Streptomyces antimycoticus,121,GCF_040650355.1,Scaffold,68175
Streptomyces anulatus,52,GCA_044766105.1,Scaffold,1892
Streptomyces anulatus,2,GCF_036346555.1,Complete Genome,1892
Streptomyces anulatus,5,GCF_045208065.1,Complete Genome,1892
Streptomyces anulatus,1,GCF_036346915.1,Complete Genome,1892
Streptomyces anulatus,33,GCF_043199775.1,Scaffold,1892
Streptomyces anulatus,30,GCF_044327345.1,Scaffold,1892
Streptomyces anulatus,21,GCA_044767305.1,Scaffold,1892
Streptomyces anulatus,74,GCF_040637955.1,Scaffold,1892
Streptomyces anulatus,2,GCF_045208205.1,Complete Genome,1892
Streptomyces anulatus,49,GCA_044763835.1,Scaffold,1892
Streptomyces anulatus,2,GCF_036010525.1,Complete Genome,1892
Streptomyces anulatus,2,GCF_001434355.1,Chromosome,1892
Streptomyces anulatus,623,GCF_040297085.1,Scaffold,1892
Streptomyces anulatus,90,GCF_040299165.1,Scaffold,1892
Streptomyces anulatus,22,GCA_044753485.1,Scaffold,1892
Streptomyces anulatus,46,GCA_044766445.1,Scaffold,1892
Streptomyces anulatus,47,GCF_044327405.1,Scaffold,1892
Streptomyces anulatus,1,GCF_045208405.1,Complete Genome,1892
Streptomyces anulatus,2,GCF_036232045.1,Complete Genome,1892
Streptomyces anulatus,78,GCF_040633795.1,Scaffold,1892
Streptomyces anulatus,2,GCF_045209775.1,Complete Genome,1892
Streptomyces anulatus,30,GCF_044327765.1,Scaffold,1892
Streptomyces anulatus,3,GCF_045209675.1,Complete Genome,1892
Streptomyces anulatus,2,GCF_045209805.1,Complete Genome,1892
Streptomyces anulatus,2,GCF_045209825.1,Complete Genome,1892
Streptomyces anulatus,29,GCF_043077885.1,Scaffold,1892
Streptomyces anulatus,2,GCF_045210015.1,Complete Genome,1892
Streptomyces anulatus,2,GCF_045208695.1,Complete Genome,1892
Streptomyces anulatus,25,GCA_044765095.1,Scaffold,1892
Streptomyces anulatus,2,GCF_035954115.1,Complete Genome,1892
Streptomyces anulatus,25,GCA_044755405.1,Scaffold,1892
Streptomyces anulatus,1,GCF_036206925.1,Complete Genome,1892
Streptomyces anulatus,346,GCF_040302525.1,Scaffold,1892
Streptomyces anulatus,44,GCF_040632865.1,Scaffold,1892
Streptomyces anulatus,2,GCF_045208495.1,Complete Genome,1892
Streptomyces anulatus,2,GCF_035917915.1,Complete Genome,1892
Streptomyces anulatus,2,GCF_045208455.1,Complete Genome,1892
Streptomyces anulatus,44,GCF_044327435.1,Scaffold,1892
Streptomyces anulatus,1,GCF_036227625.1,Complete Genome,1892
Streptomyces anulatus,60,GCA_044766045.1,Scaffold,1892
Streptomyces anulatus,63,GCA_044757785.1,Scaffold,1892
Streptomyces anulatus,72,GCF_040636965.1,Scaffold,1892
Streptomyces anulatus,25,GCA_044765145.1,Scaffold,1892
Streptomyces anulatus,1,GCF_036227645.1,Complete Genome,1892
Streptomyces anulatus,2,GCF_045206395.1,Complete Genome,1892
Streptomyces anulatus,111,GCF_042754505.1,Scaffold,1892
Streptomyces anulatus,1917,GCA_042735025.1,Scaffold,1892
Streptomyces anulatus,107,GCF_042736265.1,Scaffold,1892
Streptomyces anulatus,1,GCF_045041435.1,Complete Genome,1892
Streptomyces anulatus,100,GCF_042747025.1,Scaffold,1892
Streptomyces anulatus,162,GCF_042672655.1,Scaffold,1892
Streptomyces anulatus,23,GCF_044334675.1,Scaffold,1892
Streptomyces anulatus,175,GCF_019049185.1,Scaffold,1892
Streptomyces anulatus,31,GCF_044545045.1,Scaffold,1892
Streptomyces anulatus,16,GCF_044334575.1,Scaffold,1892
Streptomyces anulatus,121,GCF_042749565.1,Scaffold,1892
Streptomyces anulatus,1,GCF_019378935.1,Complete Genome,1892
Streptomyces anulatus,109,GCF_042670365.1,Scaffold,1892
Streptomyces anulatus,133,GCF_042670045.1,Scaffold,1892
Streptomyces anulatus,118,GCF_042719295.1,Scaffold,1892
Streptomyces anulatus,106,GCF_042669985.1,Scaffold,1892
Streptomyces anulatus,29,GCA_044741065.1,Scaffold,1892
Streptomyces anulatus,26,GCA_044741385.1,Scaffold,1892
Streptomyces anulatus,28,GCA_044741485.1,Scaffold,1892
Streptomyces anulatus,20,GCA_044741505.1,Scaffold,1892
Streptomyces anulatus,288,GCF_042754645.1,Scaffold,1892
Streptomyces anulatus,560,GCF_042754745.1,Scaffold,1892
Streptomyces anulatus,14,GCF_044333905.1,Scaffold,1892
Streptomyces anulatus,59,GCF_042754985.1,Scaffold,1892
Streptomyces anulatus,497,GCF_042755085.1,Scaffold,1892
Streptomyces anulatus,19,GCF_042269665.1,Scaffold,1892
Streptomyces anulatus,31,GCA_044742055.1,Scaffold,1892
Streptomyces anulatus,137,GCF_042755145.1,Scaffold,1892
Streptomyces anulatus,30,GCA_044742175.1,Scaffold,1892
Streptomyces anulatus,2,GCF_020783455.1,Complete Genome,1892
Streptomyces anulatus,135,GCF_042719815.1,Scaffold,1892
Streptomyces anulatus,75,GCF_042719875.1,Scaffold,1892
Streptomyces anulatus,30,GCF_044389695.1,Scaffold,1892
Streptomyces anulatus,49,GCF_014650675.1,Scaffold,1892
Streptomyces anulatus,1,GCF_045040245.1,Complete Genome,1892
Streptomyces anulatus,2,GCF_045040255.1,Complete Genome,1892
Streptomyces anulatus,3,GCF_045040355.1,Complete Genome,1892
Streptomyces anulatus,65,GCF_042732285.1,Scaffold,1892
Streptomyces anulatus,250,GCF_042732225.1,Scaffold,1892
Streptomyces anulatus,1,GCF_045040385.1,Complete Genome,1892
Streptomyces anulatus,37,GCF_042730875.1,Scaffold,1892
Streptomyces anulatus,37,GCF_044453625.1,Scaffold,1892
Streptomyces anulatus,199,GCF_042730735.1,Scaffold,1892
Streptomyces anulatus,126,GCF_042730625.1,Scaffold,1892
Streptomyces anulatus,48,GCF_044454235.1,Scaffold,1892
Streptomyces anulatus,39,GCF_044455025.1,Scaffold,1892
Streptomyces anulatus,3,GCF_045040395.1,Complete Genome,1892
Streptomyces anulatus,152,GCF_042729255.1,Scaffold,1892
Streptomyces anulatus,176,GCF_042728915.1,Scaffold,1892
Streptomyces anulatus,146,GCF_042734355.1,Scaffold,1892
Streptomyces anulatus,2,GCF_045039695.1,Complete Genome,1892
Streptomyces anulatus,1576,GCF_042725955.1,Scaffold,1892
Streptomyces anulatus,43,GCF_044390095.1,Scaffold,1892
Streptomyces anulatus,1,GCF_045039575.1,Complete Genome,1892
Streptomyces anulatus,239,GCF_042734965.1,Scaffold,1892
Streptomyces anulatus,80,GCF_042722725.1,Scaffold,1892
Streptomyces anulatus,1505,GCF_042722535.1,Scaffold,1892
Streptomyces anulatus,147,GCF_042722095.1,Scaffold,1892
Streptomyces anulatus,49,GCF_044460425.1,Scaffold,1892
Streptomyces anulatus,50,GCF_044460485.1,Scaffold,1892
Streptomyces anulatus,91,GCF_042721985.1,Scaffold,1892
Streptomyces anulatus,69,GCF_044460625.1,Scaffold,1892
Streptomyces anulatus,259,GCF_042790015.1,Scaffold,1892
Streptomyces anulatus,209,GCF_042790255.1,Scaffold,1892
Streptomyces anulatus,38,GCF_042728655.1,Scaffold,1892
Streptomyces anulatus,40,GCF_044332935.1,Scaffold,1892
Streptomyces anulatus,118,GCF_040684255.1,Scaffold,1892
Streptomyces anulatus,46,GCF_040683535.1,Scaffold,1892
Streptomyces anulatus,33,GCF_044330035.1,Scaffold,1892
Streptomyces anulatus,76,GCF_040683295.1,Scaffold,1892
Streptomyces anulatus,619,GCF_042880255.1,Scaffold,1892
Streptomyces anulatus,68,GCF_040681925.1,Scaffold,1892
Streptomyces anulatus,82,GCF_040681895.1,Scaffold,1892
Streptomyces anulatus,34,GCF_044330915.1,Scaffold,1892
Streptomyces anulatus,45,GCA_044749575.1,Scaffold,1892
Streptomyces anulatus,99,GCF_040680395.1,Scaffold,1892
Streptomyces anulatus,53,GCF_040650425.1,Scaffold,1892
Streptomyces anulatus,33,GCA_044746925.1,Scaffold,1892
Streptomyces anulatus,117,GCF_042790115.1,Scaffold,1892
Streptomyces anulatus,21,GCA_044747145.1,Scaffold,1892
Streptomyces anulatus,31,GCF_044330475.1,Scaffold,1892
Streptomyces anulatus,1,GCF_030286025.1,Chromosome,1892
Streptomyces anulatus,19,GCF_042873135.1,Scaffold,1892
Streptomyces anulatus,4,GCF_045040235.1,Complete Genome,1892
Streptomyces anulatus,49,GCF_040677955.1,Scaffold,1892
Streptomyces anulatus,21,GCF_044330175.1,Scaffold,1892
Streptomyces anulatus,32,GCF_044330045.1,Scaffold,1892
Streptomyces anulatus,96,GCF_040653885.1,Scaffold,1892
Streptomyces anulatus,96,GCF_040660255.1,Scaffold,1892
Streptomyces anulatus,90,GCF_040684655.1,Scaffold,1892
Streptomyces anulatus,41,GCF_044330945.1,Scaffold,1892
Streptomyces anulatus,30,GCF_044329775.1,Scaffold,1892
Streptomyces anulatus,32,GCF_044330975.1,Scaffold,1892
Streptomyces anulatus,194,GCF_042794415.1,Scaffold,1892
Streptomyces anulatus,2,GCF_045162665.1,Complete Genome,1892
Streptomyces anulatus,115,GCF_042265145.1,Scaffold,1892
Streptomyces anulatus,23,GCA_044742435.1,Scaffold,1892
Streptomyces anulatus,27,GCA_044742525.1,Scaffold,1892
Streptomyces anulatus,3,GCF_045162735.1,Complete Genome,1892
Streptomyces anulatus,32,GCF_042801495.1,Scaffold,1892
Streptomyces anulatus,1,GCF_045162845.1,Complete Genome,1892
Streptomyces anulatus,168,GCF_040641255.1,Scaffold,1892
Streptomyces anulatus,727,GCF_040685615.1,Scaffold,1892
Streptomyces anulatus,56,GCA_044750525.1,Scaffold,1892
Streptomyces anulatus,76,GCF_040674515.1,Scaffold,1892
Streptomyces anulatus,37,GCF_042884185.1,Scaffold,1892
Streptomyces anulatus,63,GCF_044331125.1,Scaffold,1892
Streptomyces anulatus,60,GCF_044329675.1,Scaffold,1892
Streptomyces anulatus,20,GCA_044743075.1,Scaffold,1892
Streptomyces anulatus,31,GCF_044329625.1,Scaffold,1892
Streptomyces anulatus,143,GCF_042802605.1,Scaffold,1892
Streptomyces apocyni,78,GCF_009739465.1,Scaffold,2654677
Streptomyces apricus,309,GCF_008369065.1,Scaffold,1828112
Streptomyces aquilus,1,GCF_003955715.1,Complete Genome,2548456
Streptomyces aquilus,34,GCF_044542055.1,Scaffold,2548456
Streptomyces aquilus,23,GCF_042899955.1,Scaffold,2548456
Streptomyces arboris,80,GCF_049541555.1,Scaffold,2600619
Streptomyces arboris,48,GCF_042671265.1,Scaffold,2600619
Streptomyces arboris,121,GCF_008932075.1,Scaffold,2600619
Streptomyces arboris,51,GCF_049316165.1,Scaffold,2600619
Streptomyces arboris,93,GCF_049316185.1,Scaffold,2600619
Streptomyces arboris,32,GCF_049538715.1,Scaffold,2600619
Streptomyces arboris,24,GCF_049538995.1,Scaffold,2600619
Streptomyces arboris,125,GCF_042671175.1,Scaffold,2600619
Streptomyces ardesiacus,51,GCF_044754445.1,Scaffold,285564
Streptomyces ardesiacus,126,GCF_042733135.1,Scaffold,285564
Streptomyces ardesiacus,60,GCF_044754525.1,Scaffold,285564
Streptomyces ardesiacus,467,GCF_036815145.1,Scaffold,285564
Streptomyces ardesiacus,167,GCF_042735385.1,Scaffold,285564
Streptomyces ardesiacus,66,GCF_040303605.1,Scaffold,285564
Streptomyces ardesiacus,30,GCF_044765005.1,Scaffold,285564
Streptomyces ardesiacus,34,GCF_001417675.1,Scaffold,285564
Streptomyces ardesiacus,62,GCF_040634975.1,Scaffold,285564
Streptomyces ardesiacus,102,GCF_023534765.1,Scaffold,285564
Streptomyces ardesiacus,90,GCF_040612435.1,Scaffold,285564
Streptomyces ardesiacus,706,GCF_042669585.1,Scaffold,285564
Streptomyces ardesiacus,93,GCF_040628675.1,Scaffold,285564
Streptomyces ardesiacus,43,GCF_042954965.1,Scaffold,285564
Streptomyces ardesiacus,586,GCF_042722485.1,Scaffold,285564
Streptomyces arenae,97,GCF_022343545.1,Scaffold,29301
Streptomyces argenteolus,41,GCF_042902585.1,Scaffold,67274
Streptomyces argyrophylli,1,GCF_013046785.1,Complete Genome,2726118
Streptomyces armeniacus,1,GCF_003355155.1,Chromosome,83291
Streptomyces asiaticus,40,GCF_044741905.1,Scaffold,114695
Streptomyces asiaticus,490,GCF_039525865.1,Scaffold,114695
Streptomyces asiaticus,159,GCF_040646455.1,Scaffold,114695
Streptomyces asoensis,710,GCF_040641175.1,Scaffold,249586
Streptomyces asoensis,133,GCF_040641075.1,Scaffold,249586
Streptomyces asoensis,59,GCF_044766735.1,Scaffold,249586
Streptomyces asoensis,193,GCF_040296265.1,Scaffold,249586
Streptomyces asoensis,40,GCF_044454935.1,Scaffold,249586
Streptomyces asoensis,103,GCF_042749505.1,Scaffold,249586
Streptomyces asoensis,88,GCF_040641095.1,Scaffold,249586
Streptomyces asoensis,88,GCF_040641115.1,Scaffold,249586
